RecordedDate,age,gender,gender_5_TEXT,country,duration,recall-pos-text,recall-neg-text,trust,trust_3_TEXT,PROLIFIC_PID,af01,af02,af03,af04,af05,af06,af07,af08,af09,af10,af11,af12,af13,af14,af15,af16,as01,as02,as03,as04,as05,as06,as07,as08,as09,as10,as11,as12,as13,as14,as15,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cs01,cs02,cs03,cs04,cs05,cs06,cs07,cs08,cs09,cs10,cs11,cs12,cs13,cs14,cs15,rf01,rf02,rf03,rf04,rf05,rf06,rf07,rf08,rf09,rf10,rf11,rf12,rf13,rf14,rf15,rs01,rs02,rs03,rs04,rs05,rs06,rs07,rs08,rs09,rs10,rs11,rs12,rs13,rs14,rs15,possibleCareless,cf08_dup,as07_dup
12/19/22 14:40,27,Man,NA,Poland,579,"Mount and blade Warband, played yeasterday, upgrading character, making bigger and bigger army feels good, huge battles",NA,1,NA,60ec9e86f46f8c4d12a73abb,2,2,2,4,4,1,3,5,3,1,3,2,2,2,2,5,5,7,5,6,5,5,6,7,5,4,6,5,4,5,4,1,2,2,1,3,2,1,5,2,1,1,1,1,3,4,2,5,5,5,3,5,6,5,5,5,6,6,5,6,6,5,2,2,2,3,2,4,2,2,2,2,2,6,1,6,2,4,3,5,5,1,5,5,5,5,1,5,4,4,4,1,FALSE,6,7
12/19/22 14:40,22,Woman,NA,Portugal,563,NA,"The last game I played and didn't enjoy was ""Cook, serve, delicious 3"" and I was supposed to cook in a van and serve customers. I ended up not liking it because it was too stressfull.",1,NA,6033e8a326522710a9902877,5,1,3,2,6,5,6,5,1,1,7,1,1,1,1,6,3,2,3,1,5,1,5,3,1,1,5,1,1,1,2,6,1,4,5,6,1,1,6,5,6,1,6,6,7,4,7,2,2,1,5,5,2,3,3,3,2,1,3,3,5,3,1,1,7,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,5,3
12/19/22 14:40,19,Man,NA,Poland,519,"Genshin Impact. It makes me relaxed after a tough day, music is godlike and it has pretty views. The atmosphere is outstanding. It makes me relaxed and happy even when i only admire the wievs. 
",NA,3,I'm not sure since i'm really keen on Genshin. I like it and i may respond with biased mind.,60eeccb71b5a4f4b0d3496fb,2,2,3,5,2,3,5,2,2,2,3,2,2,1,1,2,6,6,7,6,6,7,7,6,7,7,6,6,6,6,6,3,1,2,1,2,6,2,4,4,2,5,2,3,2,1,2,7,6,6,6,7,7,7,6,6,7,6,6,6,6,6,5,7,1,1,2,1,2,2,2,1,2,2,1,2,1,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,FALSE,3,7
12/19/22 14:41,34,Man,NA,Portugal,534,NA,"The most recent video game that I play and didn't enjoy was Fortine. The game is a battle royal with random weapon drops and items, basically its a luck game and sometimes you can be very skillfull in the game but someone else have better luck in that round and just wins. it feels a bit pointless and frustrating",1,NA,5dae32c7d0be74001495a36b,3,1,4,5,3,2,3,4,6,6,3,2,4,6,4,7,3,2,4,5,5,5,3,5,6,3,2,1,4,2,4,2,5,6,1,3,7,4,2,1,4,2,4,6,6,3,5,5,3,3,2,2,3,5,5,3,1,5,3,3,3,1,5,2,5,5,2,4,6,5,4,3,4,5,5,3,5,4,2,2,2,3,4,3,2,2,2,2,1,2,5,6,FALSE,3,4
12/19/22 14:41,24,Man,NA,Poland,839,"It was a few days ago. I was playing Red dead redemption on my PS3, just doing some side quests, can't remeber specifically but my job was to pick up some flowers and don't know why but I really enjoyed the vibe of this.",NA,1,NA,616eb493bb7e4ab4fa1de8d4,1,1,4,5,2,5,3,1,1,2,3,2,2,3,4,4,6,7,4,5,5,6,4,5,5,2,6,4,4,2,3,2,1,2,2,3,1,2,2,2,2,2,1,2,2,3,1,4,3,2,3,5,5,5,6,5,7,2,3,5,4,4,2,3,2,1,1,3,1,4,4,1,1,1,4,1,2,5,2,1,5,2,3,4,4,2,4,4,1,4,2,3,FALSE,2,5
12/19/22 14:41,21,Woman,NA,Portugal,617,NA,"The game was Keep Talking and Nobody Explodes. It's a game where two people have to defuse a bomb. One has the manual and the other has the bomb with different symbols that the person with the manual has to decode. I used to enjoy this game when I was younger, but I recently played it with my boyfriend and found it too stressful. On top of that, he was new to the game and it was difficult to play the game while explaining the rules. I felt stressed and rushed.",1,NA,5f17213f72554404013609e9,7,6,5,3,5,3,3,3,7,6,7,4,5,5,7,5,5,4,3,5,5,5,5,5,5,4,2,3,4,2,4,3,5,6,6,7,3,4,6,5,6,3,6,6,6,3,7,2,3,3,3,5,2,3,2,4,3,3,3,3,2,5,4,2,5,1,1,6,1,1,1,3,1,4,1,3,5,4,5,4,2,4,1,1,5,5,5,4,1,5,5,5,FALSE,5,5
12/19/22 14:41,23,Man,NA,Italy,696,NA,"Overwatch 2, I came back to the game after not playing a few days, and while I felt like playing, I was daunted by the fact that I would have a bad experience overall. I felt like I had no impact in the game and that I was playing worse than usual. It made me want to quit mid-game but I forced myself through it, even if it felt like a chore.",1,NA,5db9e0044a8eb40431d5e782,5,5,5,6,5,5,3,6,6,6,6,2,5,3,5,6,5,4,5,5,5,5,5,5,4,4,4,3,3,2,6,5,4,5,6,5,5,3,6,6,6,1,2,5,6,3,3,5,5,5,5,5,5,4,4,4,3,2,5,5,5,5,4,3,2,3,3,2,4,2,4,2,2,3,2,3,4,6,6,4,6,6,4,4,6,6,6,4,4,2,6,6,FALSE,5,5
12/19/22 14:41,27,Man,NA,Poland,678,Recently I was playing Dying Light 2 with my friend. We were doing a quite challenging climping part for valuable loot. I feelt very immersed and a bit stressed to not fall but after we succeded I felt very positive and had a feeling of accomplishment.,NA,1,NA,5e4949035607633bb4759ffe,3,3,1,2,4,3,3,4,1,1,1,1,3,3,3,4,5,5,5,1,5,5,5,5,3,5,5,4,5,4,5,1,4,1,1,3,5,1,1,3,3,1,1,2,2,3,4,5,5,4,5,5,5,5,6,5,5,5,5,5,5,3,1,1,4,1,1,4,1,1,1,1,1,4,2,1,1,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,FALSE,3,5
12/19/22 14:41,20,Woman,NA,Poland,918,"I played Hades recently. The game is based on fighting enemies and bosses, but I mostly enjoy overal atmosphere, soundtrack and voice acting.  During playing, I felt excited and stimulated.",NA,1,NA,60ec3da67c34333b4379aa2b,4,3,5,5,5,5,3,5,6,3,5,3,4,5,4,5,5,5,5,5,5,5,5,6,5,4,4,4,4,3,5,6,5,5,5,5,5,5,5,6,6,5,5,6,6,3,6,5,5,5,6,4,5,3,3,5,2,3,5,5,5,5,4,3,3,2,3,3,2,2,4,2,2,5,2,2,3,3,3,3,5,4,2,4,3,4,4,5,3,4,3,4,FALSE,6,6
12/19/22 14:41,28,Man,NA,Spain,764,NA,"I tried Overwatch 2 and it was a mediocre experience, poor server performance, no communication in a team game and felt like a waste of time.",1,NA,5f5aa7a073b8271a0ab0947c,5,5,5,5,5,6,5,4,4,4,5,4,5,5,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,1,3,6,4,3,4,6,6,4,3,6,3,3,5,5,6,4,2,2,3,3,3,2,3,3,2,5,2,3,4,4,3,6,5,5,5,5,6,4,4,6,6,5,6,4,6,4,2,2,2,2,1,1,3,2,1,3,3,2,5,1,3,FALSE,3,3
12/19/22 14:41,20,Man,NA,Poland,782,NA,Left4Dead2. It is game where you fight waves of zombies to get further in the history of the game. Nothing special happened. We fought a lot It was just boring for me. Killing monster did not give me any satisfaction.,1,NA,60525ffb2ced4e76442bfb7d,6,6,3,5,5,6,4,4,5,5,4,2,5,5,4,7,2,2,1,3,3,4,3,5,3,3,2,5,2,2,2,2,7,2,2,5,5,3,3,3,7,1,2,6,3,2,4,2,3,2,2,6,1,3,5,5,4,2,5,5,4,2,4,4,6,4,2,3,2,2,2,4,4,5,4,5,2,2,4,4,5,2,4,3,2,4,1,1,3,3,4,1,FALSE,3,4
12/19/22 14:41,29,Woman,NA,Netherlands,588,"Overwatch, I used to play the game a lot but the community was really toxic, specially you being a woman, if you'd speak in voice chat they would become aggressive or started insulting, specially if you played it bad.",NA,1,NA,63469522db5a8245c4175019,2,6,2,4,5,5,2,3,2,6,1,3,4,6,3,3,3,5,5,2,3,3,4,5,4,3,3,6,2,5,6,2,2,3,1,6,6,3,3,5,6,2,2,2,1,3,3,5,6,3,6,2,5,6,5,5,2,5,5,6,6,6,2,6,3,6,5,3,7,6,5,2,2,5,3,3,4,5,5,4,4,7,2,5,6,6,6,5,4,5,5,3,FALSE,5,3
12/19/22 14:41,23,Woman,NA,Chile,832,NA,It was a game that did not fulfill what was promised and made me feel frustrated,3,"a lot of questions were about multiplayer games, i play single person games",600c35792c6f33335d535254,7,4,1,7,7,3,7,7,7,5,7,1,4,1,4,6,7,4,7,7,3,7,7,7,4,1,7,4,1,7,4,1,1,1,1,1,4,4,1,1,3,1,1,3,3,1,1,4,6,4,7,7,7,7,6,7,7,1,7,7,7,7,4,4,7,4,4,4,1,4,4,1,1,7,5,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,FALSE,1,7
12/19/22 14:41,21,Woman,NA,France,599,NA,I was playing sea of thieves and we were piping and we got sunk by other players. It’s not a nice feeling to lose in a game especially when you are trying to work hard as a team with you friends.,1,NA,615e0243d4c1e8e789e16e9a,5,3,5,4,5,5,5,4,5,3,7,3,3,1,2,5,5,5,5,5,5,5,5,4,7,3,5,3,3,3,5,3,3,2,3,3,5,2,5,5,4,1,5,3,4,2,5,4,5,1,4,3,5,4,5,3,5,6,6,6,6,4,3,3,3,1,4,3,6,5,5,3,3,2,2,3,4,3,3,2,5,5,5,5,4,6,5,5,5,5,6,5,FALSE,3,4
12/19/22 14:42,33,Non-binary,NA,Italy,613,Last video game played was Choice of Robots - a text based game in which you are a genius inventor and you are making robots. As the story comes together you are faced with different choices to influence the development of the plot,NA,1,NA,5e5142891e165b176a1ccb28,1,1,1,2,3,1,1,4,1,1,1,1,1,4,1,1,6,5,5,5,6,7,6,6,4,5,6,4,4,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,4,6,6,6,6,5,6,7,6,6,6,6,5,4,4,1,1,4,1,1,4,4,1,4,4,1,1,1,6,4,4,6,4,4,4,4,4,4,7,4,4,4,4,FALSE,1,7
12/19/22 14:42,20,Man,NA,Portugal,619,"The game I played was League of Legends, I can't remember but I probably lost and I hated every second of it cause I hate that game but keep playing it",NA,1,NA,6107f99b4033d300a0879ed9,5,5,2,5,6,5,4,5,5,5,5,3,4,5,3,7,4,3,3,5,4,5,6,5,4,5,3,3,2,1,2,5,6,6,5,6,6,4,5,6,5,2,6,5,6,3,5,3,3,4,2,5,3,3,3,5,3,5,2,3,4,4,4,6,4,2,4,5,7,6,6,5,3,6,4,5,3,2,2,3,3,2,2,3,1,2,1,2,3,2,2,2,FALSE,5,4
12/19/22 14:42,22,Man,NA,Poland,817,"I was playing Europa Universalis IV and I managed to utilise some new gameplay mechanics that I learned recently, and went on to have a very successful campaign. I felt very accomplished.",NA,1,NA,5ed013f88fce6e0d858b732e,2,2,1,2,2,2,2,2,5,2,3,2,2,2,2,3,6,5,6,6,6,6,6,6,6,4,4,4,6,5,5,2,2,2,2,2,5,2,5,3,2,2,2,3,2,2,2,7,7,4,6,4,6,6,6,6,5,6,7,6,7,5,4,2,4,4,2,3,2,4,2,3,2,4,3,4,2,4,4,4,5,2,2,4,4,4,4,5,4,2,2,3,FALSE,5,6
12/19/22 14:42,43,Woman,NA,South Africa,898,NA,The maze game that I played using a vr headset. The graphics is really good and colorful but the ball gets stuck in the maze. It only allows me a few tries to get the prizes before I can proceed to the next maze. I could not get to the prizes in time so I had to restart several times. It was really frustrating. I just ended the game.,1,NA,5e58f7ebe74f460f89b26ca9,3,5,2,7,7,7,7,5,7,2,7,6,6,2,1,7,1,1,3,4,2,2,3,2,2,2,3,3,2,2,1,7,7,7,7,7,6,6,7,7,7,7,6,7,7,6,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5,4,6,7,7,7,6,4,4,7,7,7,7,7,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,FALSE,7,3
12/19/22 14:42,21,Man,NA,Portugal,654,NA,"Genshin impact.
Game where the endgame is very limited and one of the core ideas is new characters come out and u want to play with them and test them.
The problem is, if the endgame is limited u cant really test the potentional of the character.
In a recent interview they said no new endgame would come because of fear of causing anxiety to players. How can they say that when its a gacha game and its based off FOMO?",1,NA,614887bcee2a32a2dd237b34,4,3,5,4,6,5,3,5,5,3,7,5,5,4,4,4,6,3,5,5,5,5,2,2,6,3,3,5,3,2,2,4,2,3,5,3,4,3,2,3,5,2,2,3,6,5,5,5,2,3,2,1,5,5,5,3,5,5,3,3,5,5,4,6,3,3,3,6,4,4,4,3,4,2,3,1,2,1,4,4,2,2,1,4,2,4,2,2,2,2,4,2,FALSE,3,5
12/19/22 14:42,34,Woman,NA,Italy,769,NA,"horizon zero dawn, made me feel quite bored, I didn't like the approach of the game that required me to do whole minutes between one point and another of the hidden map and walking slowly because the game is not designed to collide with enemies .",1,NA,5e74d743a733ce023f819a4a,7,7,3,5,5,7,6,1,2,6,7,1,7,1,2,7,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,5,5,6,5,2,4,6,5,5,5,1,5,6,7,3,6,3,1,2,1,1,1,3,1,1,3,2,1,2,4,1,1,4,4,1,3,2,1,5,4,5,4,7,1,1,2,5,3,6,6,2,2,1,1,1,1,1,1,1,1,1,FALSE,6,1
12/19/22 14:42,22,Prefer to specify,Agender,Poland,660,NA,"Lastly I played Rayman Origins. The game is a platformer one which I generally enjoy, but the mechanics of movement didn't match my expectations and preferences. I felt dull and a bit irritated.",1,NA,6087f7c941fec25e3bfa3428,6,5,7,5,6,5,4,6,6,6,6,2,3,2,1,5,3,2,3,2,2,2,2,3,2,2,2,6,2,2,2,7,5,7,5,6,6,6,5,6,5,2,5,5,6,5,7,2,5,2,5,2,5,1,2,3,3,6,3,5,5,5,4,2,5,6,2,5,1,4,4,6,6,6,3,6,3,2,2,2,5,2,5,1,4,4,4,2,1,3,4,2,FALSE,6,2
12/19/22 14:42,35,Man,NA,Greece,621,NA,"I was playing Death Stranding, and while the cinematics were gorgeous and the story was compelling, the gameplay was tedious and boring so it felt like a chore that had to be completed in order to be rewarded with the next cinematic.",1,NA,5ecd58b69c382e0a177e0f61,5,7,5,7,5,3,2,2,2,7,6,2,5,5,2,7,6,5,2,3,5,5,5,5,6,3,2,2,1,3,2,2,3,2,2,4,7,3,3,2,5,1,1,1,5,6,6,2,5,3,2,4,1,3,3,3,5,4,2,5,5,3,3,7,3,2,3,5,5,3,6,6,3,2,2,2,2,3,4,1,5,2,2,2,4,3,4,3,2,4,2,3,FALSE,2,4
12/19/22 14:42,28,Man,NA,Greece,750,NA,it was when i was playing league of legends i wasn't playing well better not to play at all then but i was bored . one of the reasons i wasn't having fun was because of teammates swearing or being uncooperative,1,NA,5e7f50d76db6e8620ea3440a,6,5,3,7,5,4,4,4,5,7,6,6,5,4,5,5,7,3,6,6,5,4,6,7,5,4,7,4,3,3,3,5,5,5,5,4,7,3,6,7,5,1,2,7,4,5,5,3,6,5,5,7,7,5,3,7,6,2,7,6,6,5,5,7,5,3,3,4,7,7,7,5,2,1,3,5,5,2,3,3,1,2,7,5,3,3,5,5,3,2,5,3,FALSE,6,7
12/19/22 14:42,31,Woman,NA,Estonia,913,NA,"The game was called Overcooked. I couldn't clear a difficult level quite early in the game so I felt overwhelmed, since I had heard a lot of good feedback about the game and I was really looking foward to playing it. But in reality it was such a big disappointment.",1,NA,5c9ce9054a839d0001e78133,6,5,7,7,5,7,7,6,7,2,7,5,4,4,5,7,2,2,2,2,2,2,2,2,2,1,3,4,4,1,1,6,5,5,7,7,5,6,6,6,6,5,6,7,6,6,5,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,4,2,7,4,1,7,4,1,4,6,1,4,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,6,3
12/19/22 14:42,40,Man,NA,Hungary,778,NA,"That game was Callisto Protocol. It took place on another planet, and you had to fight against the infected. I didn't like the fight system and it was quite short.",1,NA,6153fe02f96d83a510c3c92b,5,5,4,5,5,5,6,6,5,3,5,5,3,3,4,6,3,3,5,5,3,2,3,5,3,5,5,4,4,3,3,3,5,3,3,5,6,4,3,3,5,2,3,3,3,3,4,4,6,5,4,3,4,5,3,5,6,5,5,6,3,3,4,2,5,3,3,4,2,2,2,5,2,5,5,3,4,4,3,5,3,3,3,4,3,5,3,3,3,2,3,4,FALSE,5,3
12/19/22 14:42,22,Man,NA,Mexico,715,NA,"It was League of Legends, I was playing a ranked match and our mid lane was losing against the other mid lanner so our mid lanner started to course our jungle because of the lack of ganks, the jg ignored him, and then after 10 or 15 min our mid lanner abandoned the match thus making us lose it.",1,NA,603092d2cd3854f43df2c885,3,4,2,4,5,4,4,4,5,2,5,4,4,4,5,6,6,6,4,6,6,6,6,6,4,5,5,5,5,7,7,5,1,3,5,5,6,4,4,3,5,1,3,6,6,3,5,5,5,4,5,6,5,5,6,4,5,5,5,6,6,5,2,6,4,5,4,5,6,6,2,4,1,2,3,3,2,5,7,5,6,7,5,5,6,7,7,6,6,6,6,7,FALSE,3,6
12/19/22 14:42,26,Man,NA,Poland,770,I enjoyed the most the binding of isaac with dlc's. I spend over 400h in this game and completed all achievements. I felt proud when i finished this game.,NA,1,NA,5fbbc75f884010d82bf37532,3,2,4,3,5,3,3,4,6,3,6,4,2,2,4,2,6,5,5,3,5,5,6,6,5,3,6,3,5,5,5,3,4,3,2,4,3,2,2,2,2,1,3,3,2,3,4,5,6,6,6,5,5,6,5,5,7,6,5,5,6,6,2,6,2,2,2,3,2,2,2,2,2,2,2,2,2,4,6,5,3,5,3,5,3,5,6,3,6,6,6,5,FALSE,2,6
12/19/22 14:43,31,Man,NA,Mexico,780,NA,"I bought the elder scroll online and played for approximately 2 hours and the movements became very heavy and slow, excessively repetitive and with graphics that already feel very old, thank God that there is a refund on steam.",1,NA,5b36e844cf5e6a00018303a8,5,4,5,4,2,4,4,3,4,5,4,3,4,5,2,3,4,4,4,3,3,3,3,3,4,4,3,4,5,4,4,4,4,4,3,3,3,3,4,4,3,4,2,3,3,4,5,4,3,3,2,3,5,6,4,4,4,3,4,4,3,3,4,4,6,3,4,4,3,4,4,6,4,2,3,4,4,5,4,3,4,4,2,4,4,5,6,3,3,3,4,5,FALSE,4,3
12/19/22 14:43,19,Man,NA,South Africa,739,NA,Overwach 2. The game is very different to what im used to and the disparity in match making made it a bad experience for beginners. I felt like I did not know what I was doing,1,NA,60edaadb4a0a769d9a7eff81,6,5,6,5,5,6,2,6,5,7,5,6,6,3,6,6,5,2,2,5,6,6,5,4,3,5,6,6,4,2,6,6,2,6,1,3,4,5,6,6,6,7,5,7,4,5,6,5,5,2,5,6,6,3,3,6,3,1,5,6,5,5,7,4,3,6,2,5,5,5,6,1,6,6,6,3,5,3,5,5,5,7,6,2,6,7,7,2,3,6,6,6,FALSE,5,4
12/19/22 14:43,28,Man,NA,Greece,643,NA,"Recently bought Watch Dogs Legion because the whole 'play whichever NPC you want' feature intrigued me a bit, however the game quickly gets repetitive and is actually somewhat barebones when it comes to gadgets, weapons and skills. Theres no point in investing any time building up a team when you can easily do missions using 2 or 3 basic archtype npcs.
",1,NA,5cf6a3bb041d260001e5d7a1,1,3,3,6,5,6,5,4,1,1,3,3,4,4,1,6,5,5,4,6,5,5,3,5,5,1,4,1,1,1,3,3,1,1,4,1,1,6,5,3,1,1,1,1,2,4,3,3,2,1,2,4,1,4,3,4,4,1,1,4,4,2,1,4,6,1,1,6,1,1,1,4,1,6,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,FALSE,4,5
12/19/22 14:43,55,Woman,NA,Spain,894,"The last game that I played was Sims 4, my favorite. I spent a couple of hours building a house then played my household. I let the game play my characters for about 20 minutes without my help and one of my Sims became pregnant by someone other than her husband. It was hilarious. I felt happy building my house to share with other users, amazed that my female Sim became pregnant, and overall I felt stress free from daily life and responsibilities.",NA,1,NA,5df81d8654e2f05bc569678b,5,1,1,5,1,1,1,4,1,1,1,4,1,1,1,1,7,7,7,1,7,7,7,7,7,7,7,7,7,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,6,6,7,7,7,7,7,7,6,6,7,7,7,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,7,6,7,7,6,6,4,5,6,4,7,7,7,6,6,FALSE,2,7
12/19/22 14:43,30,Woman,NA,Hungary,641,NA,"I recently started playing World of Warcraft for the first time and I chose a class that has lots of area of effect type of skills. Unfortunately this means that whenever I am in a more enclosed space, all enemies around attack me as they are affected by my AoE skills. This means that many time I die, due to the fact that I accidentally pull more enemies that I can handle. This is very unbalanced and annoying.",1,NA,5c59ceb27e554c0001257ff4,1,2,1,3,5,4,6,2,2,1,5,1,1,1,1,3,5,6,5,6,4,5,3,5,6,2,5,4,4,5,3,5,2,1,3,5,4,5,5,5,6,2,3,5,5,5,3,5,5,3,4,3,5,4,3,3,3,3,5,5,5,4,5,3,5,1,2,2,5,3,5,3,2,2,1,2,1,5,5,2,5,2,3,4,4,2,2,4,4,2,3,2,FALSE,5,3
12/19/22 14:43,22,Man,NA,Chile,729,NA,"Rust. I shoot a guy with a lot of bullets, but he didn´t die, and also shoot me onces in the head killing me instantly. I felt bad, I was tracking him from far away and couldn´t kill him.",1,NA,5c60c298af517e0001a00b00,3,6,7,1,6,1,3,1,2,5,5,1,1,1,1,5,5,6,5,3,5,5,6,7,7,3,5,2,5,1,5,3,1,2,1,2,3,2,2,7,5,1,1,5,3,5,5,2,5,2,6,3,1,3,3,5,2,3,5,3,5,5,7,2,5,1,6,7,6,7,5,1,1,7,1,3,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,FALSE,3,5
12/19/22 14:43,41,Man,NA,Hungary,848,NA,"The last game I didn't enjoyed was The Textorcist. I had great expectations because the story and the graphics was really good, but eventually I found the game to fast and extreme hard for me. You had to control your character on the battlefield and to enter textes on your keyboard simultaneously or the enemy killed you. It gave me much frustration that I died all the time and I didn't enjoyed it at all and after a short while I uninstalled it.",1,NA,5d7df958cb6cf00001399929,6,1,1,7,4,7,7,6,7,3,7,5,1,2,6,1,2,2,4,1,4,2,4,4,4,2,3,1,2,1,3,7,7,7,7,7,7,7,7,7,6,1,7,6,7,4,7,1,2,1,7,3,3,2,2,2,1,6,1,1,2,7,1,1,3,2,1,4,1,1,1,4,1,1,2,2,2,4,1,1,2,1,1,2,1,2,1,1,1,1,1,1,FALSE,7,3
12/19/22 14:43,30,Man,NA,Poland,803,"The game was Persona 5 Royal, I really liked the story and progressing in the game made me excited. I felt really involved with this game.",NA,1,NA,5fc5cb032e43fa1672e5d224,3,3,2,3,5,2,2,5,2,3,2,2,2,5,2,3,6,6,6,1,6,6,6,6,6,6,6,4,5,7,6,3,2,2,2,2,6,2,3,2,2,1,1,2,2,2,3,6,6,5,6,7,7,6,6,6,6,6,6,6,6,6,2,3,2,1,2,1,3,4,3,2,1,1,1,2,1,7,7,7,7,7,6,7,5,5,6,7,6,7,6,6,FALSE,5,5
12/19/22 14:43,29,Non-binary,NA,South Africa,805,NA,"The most recent game I played that I didn't enjoy or had a negative experience with was Fortnite.

I played with 3 other friends and I try to play as a team but there was no clear communication and we ended playing multiple matches where we just died due to other players killing us immediately or poor team work and communication.

I felt a lot of frustration and have been reluctant to play since.",1,NA,60d31fd9738ee9683964e935,2,7,4,5,3,6,5,5,4,6,5,2,5,5,4,4,5,3,2,4,4,5,4,5,4,2,4,2,3,1,4,5,4,2,3,5,5,5,4,5,5,1,2,5,5,2,4,4,4,2,5,5,2,5,2,5,5,3,5,5,6,3,6,6,4,3,4,5,6,5,6,3,4,2,4,2,2,1,4,2,5,6,5,3,7,6,7,1,2,5,4,2,FALSE,5,5
12/19/22 14:43,30,Man,NA,Poland,731,"The game I was recently enjoying was Stray. It's about a cat lost in the post-apocalyptic world inhabited by robots. It was so much fun to play as a cat, especially because it is kind of new approach on main character to be a pet, and the hole story is presented form its point of view.",NA,1,NA,602bbc6dcc465135b89fa867,2,2,1,4,5,2,4,5,3,2,2,3,2,3,4,1,5,6,6,1,5,5,3,5,6,6,6,5,7,4,6,1,2,2,3,3,4,2,3,3,2,1,2,1,2,2,2,5,6,3,5,6,6,5,7,6,7,6,5,6,5,5,5,4,2,3,4,2,2,4,4,6,4,4,3,3,2,5,6,5,6,5,4,6,5,4,6,6,3,6,4,6,FALSE,6,4
12/19/22 14:43,26,Man,NA,Mexico,764,"the last game I played was ""Road 96"" and in general it was an interesting experience in which I had to reflect a lot on the experience of migrants and the circumstances that lead them to migrate",NA,1,NA,614dfd96cdc9c1063b64c437,5,2,2,5,4,4,5,3,1,5,3,3,2,5,3,2,5,3,2,5,5,5,3,5,2,6,6,4,4,4,7,2,3,1,2,3,3,2,1,1,3,1,1,1,3,2,2,6,5,6,5,6,1,5,5,6,6,3,5,6,5,5,2,2,2,2,2,2,1,4,2,2,2,3,2,2,1,6,6,4,6,6,2,4,4,5,5,6,5,6,4,5,FALSE,2,3
12/19/22 14:44,28,Woman,NA,South Africa,797,NA,"I played GTA via Xbox i did not enjoy it as i kept dying really quickly during the game, I only made it round 3 and not further this i found to be really frustrating",1,NA,615dea02b432989fa177cf84,7,7,4,7,4,3,5,5,7,7,5,6,3,7,3,4,3,4,5,4,5,3,4,6,4,4,4,3,4,3,4,7,7,4,7,7,3,2,2,7,3,5,6,6,7,3,7,1,1,7,3,4,1,4,1,4,1,4,4,3,4,5,4,4,4,4,2,4,4,1,4,3,4,6,4,4,4,2,4,2,4,4,4,4,4,4,2,4,4,4,4,2,FALSE,2,2
12/19/22 14:44,25,Man,NA,Greece,999,"i played rocket league with my friends a week ago. it is a game with cars and you have to score some goals to the other team to win the game.we won several games in a row.but the best one was the last one which we won 10-0.i was enjoying it with my best friend in the group so i laughed a lot, felt that i exist in a group and lucky i have them as friends to have such a good days to spent my time",NA,1,NA,5d1f5c20aaa27b001954de31,1,2,1,4,5,2,2,2,4,1,4,2,2,2,2,2,6,6,5,5,5,5,6,6,5,2,5,5,2,5,5,2,1,2,2,3,2,1,2,1,3,1,2,2,2,2,2,5,6,5,5,2,6,5,5,5,5,5,5,6,5,5,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,5,5,5,6,5,5,6,2,5,6,6,6,6,6,6,FALSE,1,5
12/19/22 14:44,23,Man,NA,Poland,871,NA,"Fortnite, because of tryharding players. I die everytime when I land on map. I feel mad, because I can't play for fun.",1,NA,602d3141c32cfe6eaa98b817,1,2,1,3,3,5,4,3,2,3,4,2,3,3,1,5,5,5,5,2,5,5,5,5,2,2,5,3,6,3,5,3,3,2,2,4,4,4,5,5,4,1,2,2,5,2,1,5,5,5,5,5,5,5,6,5,5,5,5,5,6,6,4,6,5,1,1,3,7,5,7,1,3,2,1,3,3,3,5,5,5,5,2,5,5,5,5,4,5,3,5,5,FALSE,5,5
12/19/22 14:44,21,Man,NA,Italy,844,"It was Counter-Strike Global Offensive, it's a 5 vs 5 FPS, i've played it with my friends and i always enjoy it a lot, i always feel sorry when we stop playing because i wish i could spend a little more time on the game, roughly we play a game or two every night",NA,1,NA,5e88f44b94c5be58b6aab588,1,1,1,2,1,1,1,1,2,1,4,2,5,1,1,1,6,5,1,1,5,6,5,6,7,1,4,4,4,4,6,2,4,1,2,1,4,1,2,1,2,1,1,1,1,2,2,7,6,5,6,5,4,6,5,4,5,6,6,7,6,5,2,3,4,1,1,1,3,1,2,1,1,1,1,2,1,6,6,4,5,7,1,5,5,6,7,5,6,6,6,7,FALSE,4,5
