StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,gender,gender_5_TEXT,country,recall-pos-text,recall-neg-text,bang-1_1,bang-1_2,bang-1_3,bang-1_4,bang-1_5,bang-1_6,bang-1_7,bang-1_8,bang-1_9,bang-1_10,bang-1_11,bang-1_12,bang-1_13,bang-1_14,bang-1_15,bang-1_16,bang-1_17,bang-1_18,bang-1_19,bang-1_20,bang-1_21,bang-1_22,bang-1_23,bang-2 _1,bang-2 _2,bang-2 _3,bang-2 _4,bang-2 _5,bang-2 _6,bang-2 _7,bang-2 _8,bang-2 _9,bang-2 _10,bang-2 _11,bang-2 _12,bang-2 _13,bang-2 _14,bang-2 _15,bang-2 _16,bang-2 _17,bang-2 _18,bang-2 _19,bang-2 _20,bang-2 _21,bang-2 _22,bang-2 _23,bang-3_1,bang-3_2,bang-3_3,bang-3_4,bang-3_5,bang-3_6,bang-3_7,bang-3_8,bang-3_9,bang-3_10,bang-3_11,bang-3_12,bang-3_13,bang-3_14,bang-3_15,bang-3_16,bang-3_17,bang-3_18,bang-3_19,bang-3_20,bang-3_21,bang-3_22,bang-3_23,bang-4_1,bang-4_2,bang-4_3,bang-4_4,bang-4_5,bang-4_6,bang-4_7,bang-4_8,bang-4_9,bang-4_10,bang-4_11,bang-4_12,bang-4_13,bang-4_14,bang-4_15,bang-4_16,bang-4_17,bang-4_18,bang-4_19,bang-4_20,bang-4_21,bang-4_22,bang-4_23,bang-4_24,bang-4_25,trust,trust_3_TEXT,PROLIFIC_PID,Create New Field or Choose From Dropdown...
2022-12-19 14:28:18,2022-12-19 14:39:15,0,100,656,1,2022-12-19 14:39:15,R_1GUnlZgUx3L7wSA,anonymous,EN,"1,2,3,4,5,6,7",41,1,,76,,"It was frustrating to get through a place in the game. And I was stucked, was not able to get further in the game. That was very annoying.",6,6,2,5,2,4,4,6,2,3,2,1,5,6,2,2,6,6,6,2,5,6,6,6,1,2,6,5,2,6,6,5,4,3,3,4,6,3,3,6,6,6,2,5,2,6,6,2,2,2,6,4,4,3,5,6,2,4,5,6,5,6,2,6,1,1,4,2,5,5,4,6,2,5,6,6,6,6,4,6,4,6,1,1,1,6,6,4,2,5,6,5,6,6,1,,615444f0b14488e2b0eb13fa,
2022-12-19 14:29:45,2022-12-19 14:39:16,0,100,571,1,2022-12-19 14:39:16,R_3NJpYBVc9TIm70U,anonymous,EN,"1,2,3,4,5,6,7",24,1,,137,,"So the last time, when I was playing PUBG, that was my first game ever, therefore after the training I could play with a players. In a game I was totally destroyed therefore I was so annoyed about it, especially it wasn't my fauly whatsoever. Overall I now that I played bad but ther feeling after the game was unforgeable, the feeling that I want to play any more this game.",3,2,5,3,5,4,5,3,5,7,7,7,3,3,7,6,1,2,2,7,3,5,6,2,7,3,6,7,7,3,6,4,3,4,5,4,1,4,7,4,6,7,7,2,1,6,5,5,7,6,6,5,6,4,7,3,7,4,1,1,4,5,2,4,4,5,3,5,5,3,6,5,7,7,2,4,4,3,2,2,4,3,6,5,5,6,1,7,7,2,2,1,4,3,1,,5efa4a03f317f187634fb535,
2022-12-19 14:32:33,2022-12-19 14:39:27,0,100,413,1,2022-12-19 14:39:27,R_2v63TRvMPB0KtuO,anonymous,EN,"1,2,3,4,5,6,7",18,1,,137,"I played a game of league of legends with my friends yesterday. I had a lot of fun while playing it because we were winning while also having fun, because we weren't getting angry at each other or too focused on the game.",,3,5,5,2,2,5,3,5,2,2,3,5,5,5,2,5,6,5,6,2,5,5,6,3,4,6,2,2,6,4,2,5,4,5,5,4,6,5,3,2,5,3,2,5,6,5,5,3,2,2,6,6,2,2,3,6,3,3,6,5,2,3,3,6,2,4,5,4,4,4,4,5,2,3,2,5,6,5,3,2,2,2,2,4,5,5,6,3,5,5,6,5,3,5,1,,5f045f7fe9d8626b455411d3,
2022-12-19 14:31:04,2022-12-19 14:39:33,0,100,508,1,2022-12-19 14:39:33,R_2VEBUzXIaXTRyBA,anonymous,EN,"1,2,3,4,5,6,7",25,1,,9,,I felt angry and sad and just miserable,6,5,2,2,1,4,4,4,1,1,1,4,4,5,1,5,4,2,4,5,2,5,5,4,1,1,1,7,4,2,4,4,4,4,4,4,4,1,3,4,4,2,2,2,5,2,1,1,6,2,2,5,4,5,5,2,2,2,5,5,5,5,5,5,1,4,1,1,1,4,4,4,1,3,3,6,5,4,4,3,3,3,3,4,4,6,4,4,7,7,7,5,4,7,1,,604dcac5272f4771c6fbec10,
2022-12-19 14:32:30,2022-12-19 14:39:46,0,100,436,1,2022-12-19 14:39:46,R_2dQ3E9EKuLuGLBA,anonymous,EN,"1,2,3,4,5,6,7",22,1,,137,,"I was playing LOL, i was tired and i got toxic teammates that were flaming for no reason. Also i was perfomimg poorly, so i got frustrated",5,4,3,5,3,6,3,5,3,3,3,7,3,4,3,5,5,3,4,4,5,5,5,5,3,5,4,5,3,5,3,5,3,4,5,5,4,5,5,5,5,5,3,6,5,5,5,5,4,5,6,7,3,6,5,5,3,4,5,3,2,5,3,5,3,5,5,4,3,3,3,3,3,3,5,5,5,5,4,4,5,3,4,5,3,6,5,4,3,5,4,5,3,5,1,,5ec5ad9a3d68ea60195fb04c,
2022-12-19 14:32:13,2022-12-19 14:40:03,0,100,470,1,2022-12-19 14:40:04,R_eEcHdbw8LDmZn3j,anonymous,EN,"1,2,3,4,5,6,7",18,1,,137,,"The game that didn't bring me joy was fortnite. I recently played it for the first time in a long time. I tried to win the game, but the entry threshold in my opinion has increased. I felt weak compared to other players.",5,5,3,5,6,4,6,5,4,3,5,6,5,5,4,5,4,3,6,4,4,5,4,5,1,1,7,7,3,4,6,4,4,4,5,5,5,6,4,5,4,4,4,2,5,5,5,7,1,5,5,6,1,5,6,5,5,6,6,6,6,5,4,3,5,4,4,5,5,7,6,5,4,6,4,5,7,3,4,2,4,5,4,5,5,7,4,5,5,6,6,6,7,3,1,,5f198e588476fa02411ad887,
2022-12-19 14:29:05,2022-12-19 14:40:06,0,100,660,1,2022-12-19 14:40:06,R_pyEO8mM9TdlfpzH,anonymous,EN,"1,2,3,4,5,6,7",31,1,,137,,The game I didn't enjoy was Scorn. It had good graphics but the gameplay was shallow. The plot was very cryptic and I didn't understand anything from it. It felt rushed and unfinished.,5,3,5,1,1,1,1,2,1,1,4,1,2,2,5,5,5,2,2,6,3,2,5,2,5,6,7,3,2,5,3,2,1,2,3,2,3,1,2,5,3,2,3,2,6,1,1,5,5,1,1,1,5,7,3,2,5,1,2,3,5,6,5,2,1,3,1,5,2,5,6,3,7,6,1,5,3,1,1,1,5,5,2,6,6,4,2,2,2,5,2,5,4,3,1,,5cf92c7255e1370001e54adb,
2022-12-19 14:30:53,2022-12-19 14:40:06,0,100,553,1,2022-12-19 14:40:07,R_3R4sKmI3EhmdUMS,anonymous,EN,"1,2,3,4,5,6,7",23,2,,137,,"The game was called Risen. I found the quests boring and the plot didn't interest me as well. The characters weren't interesting. I did a couple of quests about killing monsters and getting to know the character, but I esentially disliked it.",5,2,2,5,2,1,5,5,4,3,5,5,1,5,3,4,2,2,3,6,3,3,2,1,5,5,6,6,2,1,4,3,2,2,5,1,5,2,5,5,5,4,3,3,5,4,2,5,3,4,2,5,5,5,5,4,5,2,3,1,2,5,5,5,1,5,4,6,5,2,5,3,4,5,3,5,5,2,1,2,5,5,4,6,6,4,3,2,5,2,3,3,5,3,1,,6106c279c9009ccebe7284c4,
2022-12-19 14:29:34,2022-12-19 14:40:09,0,100,634,1,2022-12-19 14:40:09,R_1hxKdbrU9R4d7SZ,anonymous,EN,"1,2,3,4,5,6,7",20,2,,163,,It was Samurai Maiden. It's a game about a high schooler that gets transported to the Sengoku period in Japan. Her mission is to stop the Demon King from reviving. I felt incredibly bored.,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,6,1,3,1,1,1,1,1,1,1,1,3,3,1,1,3,1,5,1,1,5,3,1,3,5,1,5,3,3,5,1,3,3,1,5,1,1,1,1,1,5,1,4,2,2,4,7,1,5,3,1,3,5,5,3,1,3,5,1,3,4,5,3,3,4,3,2,3,"I don't think they are that important, because the game I gave is very niche",6070318a4785a289f300e985,
2022-12-19 14:30:14,2022-12-19 14:40:12,0,100,598,1,2022-12-19 14:40:13,R_2B8J4J4QG6xb0FA,anonymous,EN,"1,2,3,4,5,6,7",23,1,,158,"I played a game called Teamfight tactics just a few minutes ago. The game went well for me from start to finish, dominating everyone like a real sigma male. I was feeling dominant, peaceful and i felt joy. I ended up at 2nd place because of some bug that opponent had in the final round.",,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,601449dda0361e414cccbbdc,
2022-12-19 14:27:37,2022-12-19 14:40:19,0,100,761,1,2022-12-19 14:40:19,R_ePUUtThwkrrne2R,anonymous,EN,"1,2,3,4,5,6,7",30,1,,128,,"I've recently finished playing a game called Greak. On paper, it has everything I enjoy in video games. Puzzles, platforming, collectables, cute art style. However, the main gimmick of the game was that you had to control 3 separate characters by switching between them. That mechanic completely ruined the fun for me. The puzzles were unnecessarily annoying because you had to constantly rotate between characters to complete them. Such a shame to have 1 core mechanic completely ruin the game experience. ",6,6,1,1,1,2,3,5,1,2,4,1,5,3,2,3,5,5,5,3,5,4,3,2,2,3,3,2,6,5,1,2,5,5,1,4,5,4,6,5,3,1,2,5,6,4,5,5,3,1,5,6,3,6,2,2,6,4,4,5,3,7,4,5,1,1,1,5,1,5,3,3,2,6,4,5,3,4,4,3,2,4,2,1,5,1,2,4,5,5,5,5,3,3,1,,5a958d78f05361000171c54c,
2022-12-19 14:31:26,2022-12-19 14:40:38,0,100,551,1,2022-12-19 14:40:38,R_WAuPsclUIE53NmN,anonymous,EN,"1,2,3,4,5,6,7",23,1,,138,,"A game I didn't enjoy was: ""Football Manager 2022"". The game had many different menus, and really complex, although I understand it is to make it more realistic and give many options to It's players. Regardless, I felt it was not really intuitive and would be time consuming so I gave up playing.",5,5,2,2,2,4,2,2,4,6,6,1,2,5,2,6,3,4,5,6,6,6,6,4,3,5,2,6,3,2,4,4,2,2,2,1,2,2,3,6,2,4,2,4,2,4,2,2,3,1,2,5,7,2,2,4,2,5,4,4,5,4,4,5,4,2,1,6,2,2,4,6,6,1,1,2,6,4,2,2,1,4,3,4,2,4,2,2,3,2,2,2,5,6,1,,60acc469b4845c7d7727a670,
2022-12-19 14:26:33,2022-12-19 14:40:39,0,100,846,1,2022-12-19 14:40:40,R_PYgfoZaP84XSzNn,anonymous,EN,"1,2,3,4,5,6,7",22,2,,138,The game was Genshin Impact. I was playing with my boyfriend doing bosses and farm materials. I felt good and happy while playing.,,2,3,6,4,4,5,3,4,4,6,5,4,5,4,5,5,4,4,5,4,5,5,4,6,1,2,1,2,6,5,3,2,4,4,4,4,5,4,4,4,5,5,4,4,5,4,4,4,2,3,2,4,4,3,5,4,3,4,4,2,4,4,3,3,4,2,4,4,2,5,3,4,4,4,3,4,4,3,3,4,5,4,3,4,4,4,3,4,3,4,4,3,3,4,1,,616a1875b47d519ccfc44f12,
2022-12-19 14:31:47,2022-12-19 14:40:50,0,100,543,1,2022-12-19 14:40:50,R_2ffFmZ26FJRYcqU,anonymous,EN,"1,2,3,4,5,6,7",54,1,,137,,"The game I didn't like was Valorant. It seemed too chaotic to me, I expected something different.
",3,2,2,3,2,2,3,4,2,4,2,2,3,3,2,2,3,2,3,4,3,3,2,3,3,4,2,3,3,3,4,2,2,2,3,3,5,2,4,4,2,6,4,2,2,4,2,2,3,2,2,3,3,3,2,3,2,3,3,3,4,4,2,5,2,3,3,3,2,3,3,4,2,4,2,5,5,3,3,3,3,3,2,3,4,4,3,2,2,3,3,3,4,4,1,,60ddc6cf3e04111115200984,
2022-12-19 14:28:46,2022-12-19 14:40:52,0,100,726,1,2022-12-19 14:40:53,R_sFfXaXCdlB7fAo9,anonymous,EN,"1,2,3,4,5,6,7",19,2,,137,,"League of Legends
I have lost a bet with a friend and because of it he forced me to play with him few matches in lol. I was very frustrated during those matches, because i just cant play this game. Skill gap was to big and in my opinion once you start loosing and enemy is better, theb you have no chances in winning. Its so different than what i like to play (shooters) that i struggled in playing really hard and it was just frustrating experience overall.",7,5,7,7,7,1,5,1,7,7,3,6,2,2,2,3,1,5,1,2,5,4,6,1,7,6,6,6,1,2,6,1,2,1,7,1,1,2,6,6,5,7,7,1,7,6,3,6,7,5,2,7,6,7,7,4,7,4,2,1,7,6,6,2,6,7,2,5,4,1,7,1,7,7,1,1,6,1,1,1,6,7,7,7,6,3,2,2,7,1,2,1,7,2,1,,6113c498b3a80279e6edbdcb,
2022-12-19 14:29:28,2022-12-19 14:40:54,0,100,686,1,2022-12-19 14:40:55,R_12rJP6EvqijHaFm,anonymous,EN,"1,2,3,4,5,6,7",23,2,,111,,"I was playing fortnite which I enjoy playing every time, but this specific week the game was pretty bugged and slow. I couldn’t even move or shoot, so I was killed instantly.",6,2,7,3,3,5,1,3,6,4,5,1,2,4,6,1,1,2,2,1,1,1,1,6,1,1,1,1,4,3,1,5,5,5,6,4,2,3,7,7,1,3,7,5,1,7,2,2,5,2,2,6,6,1,7,4,1,2,3,2,7,6,5,2,2,6,2,2,2,1,6,3,6,2,2,2,1,3,2,3,6,2,5,2,1,1,1,2,5,2,2,4,6,1,1,,613963634f7f0c52aec905b1,
2022-12-19 14:31:16,2022-12-19 14:40:55,0,100,579,1,2022-12-19 14:40:56,R_1eWZd7IRu6fmqyI,anonymous,EN,"1,2,3,4,5,6,7",27,1,,137,"Mount and blade Warband, played yeasterday, upgrading character, making bigger and bigger army feels good, huge battles",,5,6,1,1,2,5,2,6,2,1,6,2,4,3,2,6,5,5,5,4,5,5,5,5,1,2,1,3,5,4,6,1,1,5,2,5,6,4,1,1,5,2,1,1,1,2,5,4,3,2,3,2,2,2,2,5,5,4,5,5,3,4,2,5,3,2,4,5,5,6,2,7,2,3,4,5,7,5,4,5,4,2,1,2,2,2,5,5,3,6,6,6,6,7,1,,60ec9e86f46f8c4d12a73abb,
2022-12-19 14:31:32,2022-12-19 14:40:56,0,100,563,1,2022-12-19 14:40:56,R_3scaILaiyfhgLfB,anonymous,EN,"1,2,3,4,5,6,7",22,2,,138,,"The last game I played and didn't enjoy was ""Cook, serve, delicious 3"" and I was supposed to cook in a van and serve customers. I ended up not liking it because it was too stressfull.",6,5,1,6,1,1,1,5,1,6,1,1,2,5,1,1,3,1,5,1,5,3,1,1,1,3,6,7,3,1,1,1,1,1,1,1,3,1,6,5,1,1,5,1,1,1,1,6,7,1,1,1,7,1,5,3,5,1,3,2,6,2,1,3,1,4,1,6,1,1,7,2,6,6,1,2,3,1,1,1,4,1,1,1,5,1,1,3,1,2,5,2,5,3,1,,6033e8a326522710a9902877,
2022-12-19 14:32:18,2022-12-19 14:40:58,0,100,519,1,2022-12-19 14:40:58,R_1CKC9JzEP0u80S5,anonymous,EN,"1,2,3,4,5,6,7",19,1,,137,"Genshin Impact. It makes me relaxed after a tough day, music is godlike and it has pretty views. The atmosphere is outstanding. It makes me relaxed and happy even when i only admire the wievs. 
",,4,7,2,3,1,6,2,6,2,2,2,2,6,6,2,6,6,6,7,1,6,6,7,6,5,3,3,3,6,6,2,6,6,6,1,6,6,6,2,3,7,7,1,6,2,5,6,2,2,2,7,6,2,2,4,6,2,7,7,7,2,5,1,6,1,2,6,2,6,6,1,6,1,5,6,6,6,6,6,7,1,1,1,2,2,2,6,7,2,7,6,7,3,7,3,I'm not sure since i'm really keen on Genshin. I like it and i may respond with biased mind.,60eeccb71b5a4f4b0d3496fb,
2022-12-19 14:32:13,2022-12-19 14:41:07,0,100,534,1,2022-12-19 14:41:08,R_ONezw4CsTQ4Ei41,anonymous,EN,"1,2,3,4,5,6,7",34,1,,138,,"The most recent video game that I play and didn't enjoy was Fortine. The game is a battle royal with random weapon drops and items, basically its a luck game and sometimes you can be very skillfull in the game but someone else have better luck in that round and just wins. it feels a bit pointless and frustrating",2,3,4,2,5,2,2,3,4,4,5,6,4,2,4,5,3,2,2,4,5,3,5,2,2,4,6,3,5,4,3,6,2,2,5,2,3,2,4,2,6,2,1,3,6,5,4,3,6,5,2,7,5,1,1,1,4,3,5,5,3,5,6,3,5,6,5,7,1,5,5,2,3,3,1,3,5,3,4,2,3,4,5,2,3,4,3,4,6,3,2,1,3,4,1,,5dae32c7d0be74001495a36b,
2022-12-19 14:27:31,2022-12-19 14:41:30,0,100,839,1,2022-12-19 14:41:30,R_2TuYXYebqYv79Dv,anonymous,EN,"1,2,3,4,5,6,7",24,1,,137,"It was a few days ago. I was playing Red dead redemption on my PS3, just doing some side quests, can't remeber specifically but my job was to pick up some flowers and don't know why but I really enjoyed the vibe of this. ",,2,4,2,2,2,4,2,4,1,1,1,1,3,3,2,5,5,5,5,3,5,6,6,2,2,4,2,3,6,5,1,3,4,2,1,4,5,4,2,5,5,3,2,2,2,2,3,2,2,4,2,1,1,1,2,4,1,2,5,4,3,5,3,3,1,2,2,4,4,2,2,7,1,3,1,3,5,4,4,1,3,4,4,1,1,4,2,4,1,5,6,7,2,5,1,,616eb493bb7e4ab4fa1de8d4,
2022-12-19 14:31:15,2022-12-19 14:41:33,0,100,617,1,2022-12-19 14:41:34,R_3hc4WB55i7QgGMo,anonymous,EN,"1,2,3,4,5,6,7",21,2,,138,,"The game was Keep Talking and Nobody Explodes. It's a game where two people have to defuse a bomb. One has the manual and the other has the bomb with different symbols that the person with the manual has to decode. I used to enjoy this game when I was younger, but I recently played it with my boyfriend and found it too stressful. On top of that, he was new to the game and it was difficult to play the game while explaining the rules. I felt stressed and rushed.",6,5,4,3,5,5,4,2,1,6,4,1,4,3,5,5,4,2,5,6,5,5,5,5,3,5,6,7,2,4,3,5,5,2,5,4,3,5,6,3,5,2,6,4,6,4,1,5,6,1,5,3,7,6,5,5,3,4,3,2,7,3,5,3,1,6,5,5,3,3,5,4,3,3,1,3,5,1,4,4,3,7,1,1,7,1,3,3,7,2,2,3,5,5,1,,5f17213f72554404013609e9,
2022-12-19 14:30:01,2022-12-19 14:41:37,0,100,696,1,2022-12-19 14:41:38,R_3oGXYhBX6GdGlLg,anonymous,EN,"1,2,3,4,5,6,7",23,1,,84,,"Overwatch 2, I came back to the game after not playing a few days, and while I felt like playing, I was daunted by the fact that I would have a bad experience overall. I felt like I had no impact in the game and that I was playing worse than usual. It made me want to quit mid-game but I forced myself through it, even if it felt like a chore.",6,5,3,5,4,6,2,5,2,2,3,4,6,5,5,5,4,6,5,2,5,5,5,6,1,5,5,6,4,6,3,6,6,2,4,4,5,2,6,5,4,3,6,6,6,4,4,5,6,2,6,5,3,5,6,5,6,4,4,5,5,6,3,5,3,5,6,6,3,2,2,4,2,3,4,5,5,4,3,4,3,5,2,3,5,4,5,5,6,5,4,3,5,5,1,,5db9e0044a8eb40431d5e782,
2022-12-19 14:30:22,2022-12-19 14:41:40,0,100,678,1,2022-12-19 14:41:41,R_31Hqr9XgNxEz913,anonymous,EN,"1,2,3,4,5,6,7",27,1,,137,Recently I was playing Dying Light 2 with my friend. We were doing a quite challenging climping part for valuable loot. I feelt very immersed and a bit stressed to not fall but after we succeded I felt very positive and had a feeling of accomplishment.,,1,5,1,1,1,5,1,5,1,1,4,1,5,5,3,1,5,4,5,4,5,5,5,5,1,1,2,1,6,4,1,4,5,4,4,5,5,5,3,3,3,1,1,5,1,1,4,4,2,1,5,5,4,3,3,3,4,5,5,5,3,2,3,5,1,1,5,4,4,5,4,5,1,3,5,5,5,5,5,5,3,3,2,1,3,1,4,5,1,5,5,5,3,5,1,,5e4949035607633bb4759ffe,
2022-12-19 14:26:24,2022-12-19 14:41:42,0,100,918,1,2022-12-19 14:41:42,R_3oX5CW1zAr6sAWR,anonymous,EN,"1,2,3,4,5,6,7",20,2,,137,"I played Hades recently. The game is based on fighting enemies and bosses, but I mostly enjoy overal atmosphere, soundtrack and voice acting.  During playing, I felt excited and stimulated.",,5,5,5,6,3,3,3,5,2,5,5,2,5,6,4,5,5,5,4,3,5,5,5,4,5,5,6,5,3,3,2,4,4,3,5,5,5,4,6,5,5,3,5,4,3,4,2,5,6,2,3,5,6,3,6,5,5,4,3,5,5,5,5,5,2,5,3,5,4,3,3,5,2,3,3,5,6,4,4,3,3,4,2,3,4,4,5,5,6,5,4,2,6,6,1,,60ec3da67c34333b4379aa2b,
2022-12-19 14:28:59,2022-12-19 14:41:43,0,100,764,1,2022-12-19 14:41:44,R_eVU8T5I3UPmYg6J,anonymous,EN,"1,2,3,4,5,6,7",28,1,,163,,"I tried Overwatch 2 and it was a mediocre experience, poor server performance, no communication in a team game and felt like a waste of time.",4,3,6,3,4,2,4,4,5,3,6,4,1,3,5,3,2,2,3,6,3,3,3,1,3,5,5,5,3,2,6,3,3,2,6,3,4,5,6,6,2,5,3,1,4,6,1,5,5,4,2,6,4,5,3,3,4,2,3,2,4,5,5,3,5,4,1,3,3,2,5,3,6,5,2,2,3,3,2,2,6,3,4,5,5,6,3,3,4,2,3,5,3,3,1,,5f5aa7a073b8271a0ab0947c,
2022-12-19 14:28:42,2022-12-19 14:41:45,0,100,782,1,2022-12-19 14:41:45,R_3efOZ1INwdrcFag,anonymous,EN,"1,2,3,4,5,6,7",20,1,,137,,Left4Dead2. It is game where you fight waves of zombies to get further in the history of the game. Nothing special happened. We fought a lot It was just boring for me. Killing monster did not give me any satisfaction.,3,3,3,2,2,2,2,4,4,2,5,2,2,2,5,3,5,5,6,3,3,2,4,4,1,3,6,4,5,2,5,1,1,2,7,1,5,3,7,6,3,4,2,2,5,4,4,5,3,2,4,5,4,6,3,2,4,3,3,2,5,5,5,5,4,2,4,7,5,2,6,2,4,4,3,3,5,3,2,4,2,4,4,2,6,2,2,1,5,1,2,4,3,4,1,,60525ffb2ced4e76442bfb7d,
2022-12-19 14:31:56,2022-12-19 14:41:45,0,100,588,1,2022-12-19 14:41:45,R_2Uikkz2eFGUaqQo,anonymous,EN,"1,2,3,4,5,6,7",29,2,,122,"Overwatch, I used to play the game a lot but the community was really toxic, specially you being a woman, if you'd speak in voice chat they would become aggressive or started insulting, specially if you played it bad.",,3,4,3,2,4,6,3,6,2,2,5,7,6,6,4,2,5,4,2,3,3,3,3,6,2,2,2,1,5,5,3,3,6,5,2,5,6,5,6,5,4,6,1,7,6,2,2,5,1,6,5,6,3,6,5,6,3,3,6,5,6,4,6,5,6,3,5,3,6,5,3,5,2,2,4,6,5,5,2,4,3,3,3,5,2,5,3,5,2,5,3,2,5,3,1,,63469522db5a8245c4175019,
2022-12-19 14:27:57,2022-12-19 14:41:50,0,100,832,1,2022-12-19 14:41:51,R_2ru8mSPgYfQLn0k,anonymous,EN,"1,2,3,4,5,6,7",23,2,,35,,It was a game that did not fulfill what was promised and made me feel frustrated,1,7,4,1,4,1,1,7,1,1,7,1,4,7,4,7,7,4,7,4,3,7,7,4,1,1,3,7,6,4,4,4,4,7,1,4,7,4,3,3,4,4,1,4,5,4,4,7,3,4,4,4,1,4,1,7,7,1,7,4,1,7,1,7,4,1,4,6,4,1,7,4,1,7,4,6,7,4,1,4,1,4,5,4,7,4,4,7,7,7,7,7,1,7,3,"a lot of questions were about multiplayer games, i play single person games",600c35792c6f33335d535254,
2022-12-19 14:31:51,2022-12-19 14:41:51,0,100,599,1,2022-12-19 14:41:51,R_3fWgqfo9h0lW7Bf,anonymous,EN,"1,2,3,4,5,6,7",21,2,,61,,I was playing sea of thieves and we were piping and we got sunk by other players. It’s not a nice feeling to lose in a game especially when you are trying to work hard as a team with you friends.,5,5,2,3,4,4,3,6,3,5,2,6,5,4,3,5,3,5,3,3,5,5,5,6,1,5,3,7,5,3,3,5,5,3,3,5,6,5,4,5,7,3,3,5,3,3,5,5,4,5,3,5,5,3,5,4,4,3,4,4,3,4,1,6,1,2,6,5,3,6,3,5,3,5,5,5,4,5,3,2,2,2,2,4,5,5,1,5,5,5,5,5,3,4,1,,615e0243d4c1e8e789e16e9a,
2022-12-19 14:28:50,2022-12-19 14:42:01,0,100,790,1,2022-12-19 14:42:01,R_1hYHS5KN4NJcdGo,anonymous,EN,"1,2,3,4,5,6,7",33,2,,138,"Last time I played a game it was Lost Ark, an RPG that I use to fill empty ours during work. It's a nice experience because it allows me to keep myself relaxed while t work so I stay very productive when I have to do my work tasks.",,7,7,4,3,1,4,1,7,1,2,1,1,4,4,4,7,5,6,2,2,4,5,7,1,3,3,1,1,4,4,1,1,1,1,1,1,5,1,1,1,5,2,1,1,1,4,1,1,1,1,2,1,1,5,1,2,5,2,2,1,1,1,1,3,1,1,2,5,4,4,6,1,5,4,1,5,5,2,4,1,7,1,1,1,1,1,5,1,6,5,5,5,3,5,1,,5e7d0f8da0271f387aa51286,
2022-12-19 14:31:52,2022-12-19 14:42:05,0,100,613,1,2022-12-19 14:42:05,R_2CqYbpYxlkscVfX,anonymous,EN,"1,2,3,4,5,6,7",33,3,,84,Last video game played was Choice of Robots - a text based game in which you are a genius inventor and you are making robots. As the story comes together you are faced with different choices to influence the development of the plot,,1,6,1,1,1,4,1,6,4,1,4,1,5,6,1,5,6,6,6,1,6,6,7,4,1,1,1,1,5,6,1,4,4,6,1,7,6,4,1,1,4,4,1,4,1,4,4,3,1,4,4,1,1,1,1,5,4,5,6,5,1,2,4,6,1,1,4,1,4,6,1,5,1,1,4,6,6,4,4,4,1,1,1,4,1,4,4,5,1,6,6,7,1,7,1,,5e5142891e165b176a1ccb28,
2022-12-19 14:31:46,2022-12-19 14:42:05,0,100,619,1,2022-12-19 14:42:06,R_3meIqcvYC746Ib4,anonymous,EN,"1,2,3,4,5,6,7",20,1,,138,"The game I played was League of Legends, I can't remember but I probably lost and I hated every second of it cause I hate that game but keep playing it",,5,6,4,5,3,1,3,4,3,6,6,7,2,2,4,5,5,3,5,5,4,4,5,2,2,2,5,5,3,2,5,2,1,1,6,2,3,2,5,5,4,6,5,2,5,4,2,6,6,6,2,6,5,5,6,4,5,5,3,3,6,5,5,2,2,6,2,7,3,5,4,3,5,4,3,3,5,3,2,3,3,3,4,4,5,6,4,3,5,3,3,3,5,4,1,,6107f99b4033d300a0879ed9,
2022-12-19 14:28:30,2022-12-19 14:42:07,0,100,817,1,2022-12-19 14:42:07,R_3HpQcaGecLT7KG4,anonymous,EN,"1,2,3,4,5,6,7",22,1,,137,"I was playing Europa Universalis IV and I managed to utilise some new gameplay mechanics that I learned recently, and went on to have a very successful campaign. I felt very accomplished.",,5,6,2,2,2,4,2,7,2,2,4,2,5,6,2,6,6,5,4,3,6,6,6,4,2,1,3,3,6,4,4,3,4,5,2,5,6,2,2,2,6,2,2,2,2,4,2,2,2,4,4,5,2,2,3,5,2,4,6,7,2,2,2,7,4,2,2,3,4,6,4,5,3,2,4,7,6,4,6,4,2,2,3,2,2,2,4,6,5,6,4,5,5,6,1,,5ed013f88fce6e0d858b732e,
