StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,game,recall-pos-text,bang_1,bang_2,bang_3,bang_4,bang_5,bang_6,bang_7,bang_8,bang_9,bang_10,bang_11,bang_12,bang_13,bang_14,bang_15,bang_16,bang_17,bang_18,bang_19,bang_20,bang_21,bang_22,bang_23,bang_24,UMI_1,UMI_2,UMI_3,pxi_1,pxi_2,pxi_3,pxi_4,pxi_5,pxi_6,pxi_7,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24,PROLIFIC_PID,Create New Field or Choose From Dropdown...
2023-04-18 15:35:38,2023-04-18 15:44:45,IP Address,100,546,True,2023-04-18 15:44:45,R_1lAJoZS26Qg8agt,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Carto,"Most recently, the protagonist left the Forest, found the Storytender and worked out how to get some speed boots.
I enjoy the game's relaxed nature, lack of combat and mild intellectual challenges. I also like the art style and sound.
I would like to be able to interact with the objects in my inventory not just automatically used when the correct moment arises.",6,1 - Strongly disagree,3,1 - Strongly disagree,6,3,3,3,5,6,5,7 - Strongly agree,2,2,2,1 - Strongly disagree,5,5,5,4 - Neither agree nor disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,4 - Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,"+2
(agree)","+1
(slightly agree)","-2
(disagree)","-1
(slightly disagree)","-2
(disagree)","-2
(disagree)","+2
(agree)",3,4,3,1 - not at all true,3,1 - not at all true,4,1 - not at all true,2,1 - not at all true,4,1 - not at all true,3,1 - not at all true,2,1 - not at all true,4,2,4,3,2,1 - not at all true,3,1 - not at all true,5ef1f739408c1d81b823f3b3,
2023-04-18 15:34:51,2023-04-18 15:44:47,IP Address,100,595,True,2023-04-18 15:44:47,R_3oXj90LjAuUCdqQ,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",counter strike global offensive,"i like it because its competetive
i won a lot of matches
i think the anti-cheat system needs improvement",5,6,5,3,5,1 - Strongly disagree,2,2,6,5,6,5,5,3,5,4 - Neither agree nor disagree,6,3,4 - Neither agree nor disagree,1 - Strongly disagree,7 - Strongly agree,1 - Strongly disagree,5,1 - Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+3
(strongly agree)","+1
(slightly agree)","+2
(agree)","-2
(disagree)","-1
(slightly disagree)","+2
(agree)",3,3,4,4,5 - completely true,4,3,4,3,3,3,4,4,5 - completely true,4,5 - completely true,4,4,5 - completely true,5 - completely true,2,4,2,5 - completely true,5fa1b15c9727b230c10860bd,
2023-04-18 15:41:28,2023-04-18 15:45:04,IP Address,100,215,True,2023-04-18 15:45:04,R_2pRmnW4aobpYgtt,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.","Fortnite ","When i played Fortnite i felt calm like you can take frustrations out on other players .
I like the game cause of the characters in it and the dancing
As far the game is perfect as it is",1 - Strongly disagree,5,6,7 - Strongly agree,6,5,6,3,7 - Strongly agree,5,7 - Strongly agree,7 - Strongly agree,6,5,6,3,7 - Strongly agree,7 - Strongly agree,6,5,6,6,4 - Neither agree nor disagree,4 - Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+1
(slightly agree)","+2
(agree)","-1
(slightly disagree)","+1
(slightly agree)","0
(neutral)","+2
(agree)","+2
(agree)",3,4,4,4,3,3,4,4,4,2,3,3,3,3,4,3,3,3,3,3,3,4,4,2,6139d8c791c9b4805690b33e,
2023-04-18 15:30:46,2023-04-18 15:45:13,IP Address,100,867,True,2023-04-18 15:45:14,R_ba0YwI3kcOUXZK1,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Classic World of Warcraft,"1. I just did some quests (missions) and tried to make some in-game money from the auction house
2. It's a very calming and comforting game and doesn't require much from me to do well in the game.
3. Maybe add some more content to the game, otherwise it's perfect.",7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,2,1 - Strongly disagree,1 - Strongly disagree,5,4 - Neither agree nor disagree,7 - Strongly agree,4 - Neither agree nor disagree,7 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,6,6,6,6,2,2,1 - Strongly disagree,2,Strongly Agree,Somewhat agree,Strongly Agree,"+3
(strongly agree)","+1
(slightly agree)","0
(neutral)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)",5 - completely true,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,2,4,1 - not at all true,5 - completely true,1 - not at all true,3,2,4,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,3,3,5 - completely true,1 - not at all true,5dd6023dcaee3e5b7ba7a5bc,
2023-04-18 15:34:28,2023-04-18 15:45:18,IP Address,100,650,True,2023-04-18 15:45:19,R_2BfWYPZvzd0FIKk,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",yu gi oh duel links,I played to win some rewards with time limit. I like to play because of the nostalgia of knowing the game for many years.,6,5,6,6,2,3,2,5,5,5,5,5,4 - Neither agree nor disagree,3,3,3,3,4 - Neither agree nor disagree,5,4 - Neither agree nor disagree,2,1 - Strongly disagree,2,4 - Neither agree nor disagree,Strongly Agree,Somewhat agree,Agree,"+1
(slightly agree)","0
(neutral)","0
(neutral)","+2
(agree)","+2
(agree)","+1
(slightly agree)","+2
(agree)",4,1 - not at all true,2,1 - not at all true,4,1 - not at all true,1 - not at all true,1 - not at all true,1 - not at all true,1 - not at all true,3,1 - not at all true,4,2,2,1 - not at all true,2,2,3,1 - not at all true,2,1 - not at all true,2,2,5df938ca8390796b7ce84de1,
2023-04-18 15:29:16,2023-04-18 15:45:29,IP Address,100,972,True,2023-04-18 15:45:29,R_qK1vXy2WFAdiZHz,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",World of Warcraft,"'- My time is vanishing instant.
- I like playing this game becouse i have the opportuniti do creative and competetive things for fun.
- i dont' rly know-how.",6,5,5,5,5,2,4 - Neither agree nor disagree,5,6,5,5,6,2,2,5,2,5,5,5,5,3,2,2,5,Agree,Somewhat agree,Agree,"+1
(slightly agree)","+2
(agree)","+2
(agree)","+1
(slightly agree)","+2
(agree)","+2
(agree)","+2
(agree)",5 - completely true,3,4,3,4,4,4,2,4,2,4,2,4,2,3,3,3,2,4,2,4,3,4,2,61597ca19e7685bd2a7c5ece,
2023-04-18 15:32:46,2023-04-18 15:45:53,IP Address,100,787,True,2023-04-18 15:45:54,R_UDUpQFlwxMVjI6B,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Disco Elysium,"I love this game because it challenges my understanding of the world. It takes on heavy topics with a perfect balance between humor and seriousness. Despite its core being grim, it can shine a light on all hardships. Disco Elysium is making me, a clinically depressed person, keep trying.",7 - Strongly agree,6,7 - Strongly agree,6,1 - Strongly disagree,1 - Strongly disagree,4 - Neither agree nor disagree,2,4 - Neither agree nor disagree,6,6,6,2,4 - Neither agree nor disagree,2,2,6,6,6,6,2,2,4 - Neither agree nor disagree,2,Strongly Agree,Strongly Agree,Strongly Agree,"+2
(agree)","0
(neutral)","-2
(disagree)","+3
(strongly agree)","+2
(agree)","+2
(agree)","+2
(agree)",4,1 - not at all true,4,1 - not at all true,3,1 - not at all true,4,1 - not at all true,4,1 - not at all true,5 - completely true,2,4,1 - not at all true,4,1 - not at all true,3,2,5 - completely true,1 - not at all true,4,1 - not at all true,3,3,6157481bc73bba8566fed3be,
2023-04-18 15:39:09,2023-04-18 15:46:12,IP Address,100,423,True,2023-04-18 15:46:13,R_vdC9vis5zdNEUxP,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Squad,"I tried for the first time to be the Squad leader and it was very funny, and I want to learn to do that. I like the game because it is a tactical military simulator with a lot of realism and deep strategy. The major aspect that could be improved is the technical aspect: a better graphic, better performances, and better vehicle physic",6,7 - Strongly agree,6,6,1 - Strongly disagree,2,3,2,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,5,6,3,5,4 - Neither agree nor disagree,6,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,"-1
(slightly disagree)","-2
(disagree)","+2
(agree)","+1
(slightly agree)","+1
(slightly agree)","+3
(strongly agree)","-1
(slightly disagree)",5 - completely true,2,3,1 - not at all true,3,5 - completely true,5 - completely true,1 - not at all true,3,4,4,4,3,4,3,4,2,4,5 - completely true,1 - not at all true,3,4,3,1 - not at all true,60dae89a5f83408530051f5e,
2023-04-18 15:32:28,2023-04-18 15:46:13,IP Address,100,824,True,2023-04-18 15:46:13,R_3OlAUbK1GnPPpIo,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Warthunder,"Its pvp game so results of game mostly depend from your skill. More often you play and watch some yt videos make you more skilled player. This game is free, so there are premium vechicles and premium accout. Premium account is importatnt in top level of vechicles tech tree. Game is realistic and often you can achieve one shot kills wchich are good reward form me.",5,5,6,5,3,2,2,5,5,6,6,6,6,2,6,5,3,5,5,2,4 - Neither agree nor disagree,4 - Neither agree nor disagree,2,6,Somewhat agree,Somewhat agree,Somewhat agree,"+1
(slightly agree)","-3
(strongly disagree)","-2
(disagree)","+2
(agree)","+2
(agree)","+1
(slightly agree)","+1
(slightly agree)",4,3,4,1 - not at all true,2,3,2,2,4,1 - not at all true,4,4,3,4,3,2,4,4,2,2,3,1 - not at all true,4,5 - completely true,5e19e188913e52263e3b2d9d,
2023-04-18 15:39:48,2023-04-18 15:46:18,IP Address,100,389,True,2023-04-18 15:46:19,R_3egJzvUejM69129,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",planet zoo,I made new tropical zoo with many apes and monkeys. I like this game because I love exotic animals. Developers need to finally make Birds dlc,5,6,6,6,2,2,1 - Strongly disagree,2,7 - Strongly agree,5,7 - Strongly agree,5,3,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,6,1 - Strongly disagree,5,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,Strongly Agree,Agree,Strongly Agree,"+2
(agree)","+2
(agree)","+2
(agree)","+2
(agree)","+3
(strongly agree)","+2
(agree)","+2
(agree)",4,2,2,1 - not at all true,4,1 - not at all true,4,1 - not at all true,1 - not at all true,1 - not at all true,4,1 - not at all true,1 - not at all true,2,1 - not at all true,1 - not at all true,4,2,5 - completely true,3,3,2,4,1 - not at all true,5f4f75dc0e7da9028e1f3d82,
2023-04-18 15:37:42,2023-04-18 15:46:19,IP Address,100,516,True,2023-04-18 15:46:19,R_1DAXHSqzjG0yXlI,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Super Mario Bros. 3D & Bowsers Fury,"I like that it has the same charme as the original Super Mario Bros. game with different levels, collecting stars etc. but with a modern look and handling on the Switch. Also, I like that I can play it together with my partner.

So far, I didn't see aspects that could be improved.",7 - Strongly agree,5,5,6,2,1 - Strongly disagree,3,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,5,1 - Strongly disagree,2,3,1 - Strongly disagree,1 - Strongly disagree,5,5,4 - Neither agree nor disagree,1 - Strongly disagree,1 - Strongly disagree,4 - Neither agree nor disagree,1 - Strongly disagree,Strongly Agree,Somewhat agree,Strongly Agree,"+2
(agree)","+2
(agree)","+3
(strongly agree)","+2
(agree)","+1
(slightly agree)","+2
(agree)","+2
(agree)",4,2,3,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,3,1 - not at all true,4,2,1 - not at all true,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,6412fe828882ecbe10b4c9ca,
2023-04-18 15:34:23,2023-04-18 15:46:29,IP Address,100,726,True,2023-04-18 15:46:29,R_1P6mq7H4262iN7D,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Hogwarts Legacy,"I love the game because it feels very nostalgic due to you can explore a world that is so famous from the movies and because it have very good mechanics. Every time I play the game, I feel joy and confort",7 - Strongly agree,6,7 - Strongly agree,7 - Strongly agree,6,1 - Strongly disagree,2,1 - Strongly disagree,6,7 - Strongly agree,6,6,2,2,2,2,5,6,1 - Strongly disagree,6,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+2
(agree)","+1
(slightly agree)","+3
(strongly agree)","+3
(strongly agree)","+2
(agree)","+2
(agree)",4,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,4,1 - not at all true,60ad18618133abd4e6a13f3d,
2023-04-18 15:40:02,2023-04-18 15:46:30,IP Address,100,387,True,2023-04-18 15:46:30,R_3IR9stsLfEJDeMs,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Final Fantasy VII Remake,"I really liked the game. I am a fan of the series and this one is really good remake of the old game from 1997. I liked almost allthe changes they did, even though the ending is a little bit ""meh"".",7 - Strongly agree,7 - Strongly agree,5,5,1 - Strongly disagree,1 - Strongly disagree,3,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,1 - Strongly disagree,2,1 - Strongly disagree,1 - Strongly disagree,5,7 - Strongly agree,4 - Neither agree nor disagree,4 - Neither agree nor disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,4 - Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+3
(strongly agree)","+3
(strongly agree)","+1
(slightly agree)","+2
(agree)","+3
(strongly agree)","+1
(slightly agree)","+3
(strongly agree)",4,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,2,3,3,5 - completely true,1 - not at all true,5d459d56cb2c450019293bd0,
2023-04-18 15:39:47,2023-04-18 15:46:30,IP Address,100,402,True,2023-04-18 15:46:31,R_2CVSXANMw4rCD2f,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.","Gardenscapes ","I like the matching part of the game to win stars to rebuild my garden.

On the most difficult levels it would be better if there were a set number of times that you have to try to complete the level before it moves you on.",5,7 - Strongly agree,5,7 - Strongly agree,4 - Neither agree nor disagree,4 - Neither agree nor disagree,6,7 - Strongly agree,6,5,4 - Neither agree nor disagree,5,5,7 - Strongly agree,4 - Neither agree nor disagree,6,4 - Neither agree nor disagree,6,4 - Neither agree nor disagree,6,1 - Strongly disagree,2,1 - Strongly disagree,2,Somewhat agree,Somewhat agree,Agree,"+2
(agree)","+1
(slightly agree)","0
(neutral)","-1
(slightly disagree)","+2
(agree)","0
(neutral)","+2
(agree)",3,2,2,1 - not at all true,3,4,1 - not at all true,2,2,2,4,4,1 - not at all true,1 - not at all true,2,1 - not at all true,3,1 - not at all true,3,3,2,3,3,1 - not at all true,5f4d9d4eda9c14a79d9e821e,
2023-04-18 15:40:26,2023-04-18 15:46:32,IP Address,100,365,True,2023-04-18 15:46:32,R_3ek82f5drIaBtPo,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",NBA 2K23,"This is my favorite game because i really like basketball. 
I recently won a few matches but it's hard to compete against players around the world,
I would improve the fact that it's becoming less easy to win games.",5,5,3,5,6,2,6,2,5,5,6,5,5,5,5,6,2,5,4 - Neither agree nor disagree,5,2,2,2,2,Strongly Agree,Agree,Strongly Agree,"+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)",3,1 - not at all true,2,1 - not at all true,3,3,4,2,2,2,3,3,3,2,2,1 - not at all true,4,3,4,2,2,2,3,2,5f6132f075b3fa0ac649fd3c,
2023-04-18 15:37:47,2023-04-18 15:46:33,IP Address,100,525,True,2023-04-18 15:46:33,R_1mPO860qF9l6jSb,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",League of legends,"I played a ranked with random people and we lost. 

I've been playing for 9 years, it took a bit to understand how to play but the more you learn the more you enjoy iy.

League community is a bit toxic, so that's the worst part of the game.",5,4 - Neither agree nor disagree,4 - Neither agree nor disagree,5,5,1 - Strongly disagree,5,4 - Neither agree nor disagree,5,5,7 - Strongly agree,5,6,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,5,5,5,2,5,5,7 - Strongly agree,7 - Strongly agree,Agree,Agree,Agree,"+1
(slightly agree)","+1
(slightly agree)","0
(neutral)","0
(neutral)","0
(neutral)","0
(neutral)","+1
(slightly agree)",3,1 - not at all true,1 - not at all true,2,3,4,2,1 - not at all true,3,2,3,3,3,1 - not at all true,3,3,2,4,4,1 - not at all true,2,4,3,3,5f04bb887c6da1770e630b70,
2023-04-18 15:40:37,2023-04-18 15:46:47,IP Address,100,369,True,2023-04-18 15:46:48,R_31g7Ro3HtSb0hYD,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Elden Ring,"I died a couple of times, but that's ok, the game is difficult. 
I do like it, you can explore the map and it's difficult but very entertaining, the scenario is beautiful and extermely detailed
I don't think there are aspect that can be improved.",6,4 - Neither agree nor disagree,5,5,5,3,4 - Neither agree nor disagree,3,5,6,5,4 - Neither agree nor disagree,4 - Neither agree nor disagree,3,4 - Neither agree nor disagree,3,1 - Strongly disagree,5,1 - Strongly disagree,2,5,3,3,5,Agree,Somewhat agree,Somewhat agree,"+1
(slightly agree)","+1
(slightly agree)","-1
(slightly disagree)","+1
(slightly agree)","+2
(agree)","+1
(slightly agree)","+1
(slightly agree)",4,3,1 - not at all true,1 - not at all true,4,2,4,2,1 - not at all true,3,2,3,3,3,1 - not at all true,1 - not at all true,2,3,3,2,1 - not at all true,1 - not at all true,4,3,5e8a03c98707ab000b65f3bb,
2023-04-18 15:30:36,2023-04-18 15:46:53,IP Address,100,977,True,2023-04-18 15:46:54,R_SWetWYtvbDZPlDz,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Silent Hill 3,"I like the horror aspect of the game & the few parts that were like Silent Hill 2 (for example the hospital) but most of it I did not like. I really enjoyed Silent Hill 2, so I expected it to be very similar but 1. there were too many monsters & most of them looked strange in a bad way, too abstract (or the dog monster - I don't want to shoot a dog) 2. the character spends most of the time in the otherworld & did not like the way it looked, like a static orange/yellow/red/black mix & the rest of it is really dark, so I couldn't see much at all - it was visually irritating 3. the sudden changes of the camera angles when moving the controls were really uncomfortable. I ended using a YouTube walkthrough to finish it quickly.",3,5,5,5,7 - Strongly agree,1 - Strongly disagree,5,7 - Strongly agree,5,5,5,3,3,3,3,3,1 - Strongly disagree,3,3,4 - Neither agree nor disagree,4 - Neither agree nor disagree,3,4 - Neither agree nor disagree,1 - Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,"+1
(slightly agree)","+2
(agree)","-1
(slightly disagree)","-1
(slightly disagree)","-1
(slightly disagree)","-1
(slightly disagree)","+1
(slightly agree)",1 - not at all true,5 - completely true,3,1 - not at all true,4,1 - not at all true,2,4,1 - not at all true,1 - not at all true,4,2,1 - not at all true,2,1 - not at all true,1 - not at all true,4,2,2,4,1 - not at all true,3,4,1 - not at all true,61064894bea937e97b971f3c,
