StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,gender,gender_5_TEXT,country,recall-pos-text,bang-1_1,bang-1_2,bang-1_3,bang-1_4,bang-1_5,bang-1_6,bang-1_7,bang-1_8,bang-1_9,bang-1_10,bang-1_11,bang-1_12,bang-1_13,bang-1_14,bang-1_15,bang-1_16,bang-1_17,bang-1_18,bang-1_19,bang-2_1,bang-2_2,bang-2_3,bang-2_4,bang-2_5,bang-2_6,bang-2_7,bang-2_8,bang-2_9,bang-2_10,bang-2_11,bang-2_12,bang-2_13,bang-2_14,bang-2_15,bang-2_16,bang-2_17,bang-2_18,bang-2_19,bang-3_1,bang-3_2,bang-3_3,bang-3_4,bang-3_5,bang-3_6,bang-3_7,bang-3_8,bang-3_9,bang-3_10,bang-3_11,bang-3_12,bang-3_13,bang-3_14,bang-3_15,bang-3_16,bang-3_17,bang-3_18,bang-3_19,bang-3_20,bang-4_1,bang-4_2,bang-4_3,bang-4_4,bang-4_5,bang-4_6,bang-4_7,bang-4_8,bang-4_9,bang-4_10,bang-4_11,bang-4_12,bang-4_13,bang-4_14,bang-4_15,bang-4_16,bang-4_17,bang-4_18,bang-4_19,bang-4_20,PROLIFIC_PID,Create New Field or Choose From Dropdown...
1/31/23 17:33,1/31/23 17:40,0,100,404,1,1/31/23 17:40,R_1PepGoUyrZqsH56,anonymous,EN,"1,2,3,4,5,6,7",20,Man,,Czech Republic,"I played Assassins creed black flag. I completed the game and felt really sucked into the story, the world and the gameplay. I couldnt stop when I started playing.",5,2,4,5,3,5,4,4,5,3,4,5,3,4,1,2,2,6,4,2,3,5,1,2,1,1,6,6,4,6,5,6,6,6,5,3,5,2,5,2,2,3,1,4,5,4,1,5,1,1,5,5,3,5,4,6,1,1,6,7,6,5,3,7,7,6,5,3,2,1,4,1,2,3,1,2,6,2,5eb152b9d01b0a0464dce3c4,
1/31/23 17:32,1/31/23 17:40,0,100,474,1,1/31/23 17:40,R_32L7UB7qpST0iU8,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Spain,"The last video game I played was ""Cuphead"". Since I had to defeat several bosses it was very I kept dying over and over again, so I felt really frustrated, but that didn't stop me from trying again until I was fed up.",1,5,4,1,4,2,5,1,2,5,2,1,7,5,1,1,4,1,4,7,1,1,1,2,1,5,4,3,1,5,6,6,7,6,1,1,1,2,5,1,2,2,1,1,6,3,1,5,1,3,7,4,3,5,4,5,2,1,5,7,5,4,1,6,7,6,4,1,6,1,1,1,1,2,4,4,1,6,5f9f3c238882e457f03f19e9,
1/31/23 17:32,1/31/23 17:40,0,100,482,1,1/31/23 17:40,R_uypGCd4ysN76CMF,anonymous,EN,"1,2,3,4,5,6,7",35,Woman,,Sweden,I played a simulation game helping to save a world from overtaken by evil ppl. I felt amazing because i was helping the ppl in the game ,5,1,2,1,1,1,5,4,1,1,1,1,6,7,1,1,1,4,4,1,7,4,6,4,7,1,6,7,6,6,1,7,1,1,6,1,6,1,1,1,6,1,1,1,5,7,7,7,1,1,6,6,7,7,1,6,1,4,7,7,1,1,2,5,7,1,1,5,3,5,5,6,1,7,6,1,6,1,5ea96dffa01cad04cfea50c3,
1/31/23 17:34,1/31/23 17:40,0,100,340,1,1/31/23 17:40,R_yPgBrBK7SHofnqN,anonymous,EN,"1,2,3,4,5,6,7",19,Woman,,Poland,"It was Valorant, I felt good because I was playing with my friends",6,3,2,3,4,2,6,6,2,2,2,3,5,6,1,2,2,6,3,2,5,4,6,3,2,2,6,6,3,7,3,6,5,4,6,6,6,2,4,4,5,1,5,4,5,6,7,6,3,2,6,6,7,6,2,6,2,5,6,5,1,2,6,6,6,1,1,5,1,5,6,6,4,5,5,1,6,2,6043725293678f31ff8f8ae5,
1/31/23 17:30,1/31/23 17:40,0,100,586,1,1/31/23 17:40,R_295kNbJsVhJA1ec,anonymous,EN,"1,2,3,4,5,6,7",20,Woman,,Portugal,"I played League of Legends 10 minutes ago. It was fun but stressful. We almost lost but were able to climb back and win with lots of team effort. I felt stressed, relieved and completely emerged in the game. After it finished, I struggled to go back to my house/university duties, but I managed to snap out of it and log off.",7,2,7,2,2,2,7,7,1,1,1,1,7,7,5,2,2,5,1,3,7,2,3,4,5,1,7,7,4,7,3,7,2,7,7,7,7,1,6,4,4,5,6,2,5,7,7,7,3,2,7,7,7,7,6,7,1,7,7,7,7,5,1,6,6,2,3,5,5,7,7,3,6,2,7,1,2,2,615d680edf6513f5c858b28d,
1/31/23 17:29,1/31/23 17:40,0,100,661,1,1/31/23 17:40,R_3HtrecSTNIY10W6,anonymous,EN,"1,2,3,4,5,6,7",27,Woman,,Spain,"The game I was playing was Harvestella. It is a Final Fantasy like videogame with features of farming simulation games such as Story of Seasons and Stardew Valley, or even Rune Factory, so basically you go completing quests for npcs, growing your crops, tending to your animals, etc. I really enjoy this kind of simulation games since I was a child, and having a so I felt quite excited.",5,1,5,1,1,2,7,3,3,2,4,5,6,6,3,1,2,6,4,2,5,3,5,2,3,1,6,6,3,7,2,6,2,5,4,1,5,3,3,1,6,3,2,4,6,3,2,5,3,5,5,6,5,6,6,5,3,5,5,7,3,3,3,5,5,3,3,5,2,5,5,3,1,2,5,3,5,2,61651678b1e8cb5079ebe9d2,
1/31/23 17:35,1/31/23 17:40,0,100,339,1,1/31/23 17:40,R_BYgz4Ulr0OS2FhL,anonymous,EN,"1,2,3,4,5,6,7",25,Woman,,Poland,"I recently played GTA V, but on a Roleplay server. I've only been playing something like that lately and I get a lot of enjoyment out of it, it's a fun way to kill boredom.",5,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,6,5,4,4,4,4,4,4,4,4,4,4,4,2,5,2,2,2,2,5,7,5,5,4,4,4,4,4,4,4,4,5,7,7,6,3,7,7,7,7,4,7,4,6,5,4,2,4,4,4,4,4,5fc0d49acac4560c49b2a514,
1/31/23 17:28,1/31/23 17:41,0,100,772,1,1/31/23 17:41,R_u1zOvuZ82I3wctr,anonymous,EN,"1,2,3,4,5,6,7",22,Woman,,Hungary,It was yesterday. I played League of Legends. I had wins and loses and I enjoyed it despite of the loses because I play this game for fun.,5,6,6,3,2,2,7,6,1,1,1,3,6,7,2,1,1,7,1,1,5,2,5,1,1,1,7,7,3,7,1,7,1,6,5,6,5,3,4,1,5,1,5,5,6,7,7,7,3,5,6,7,6,6,6,7,2,5,6,7,1,1,4,6,7,3,1,5,2,5,6,3,3,6,7,1,7,5,60d26e7cd9f0761e4d12b9f8,
1/31/23 17:34,1/31/23 17:41,0,100,386,1,1/31/23 17:41,R_Ugw9o1Uj9gpyTCN,anonymous,EN,"1,2,3,4,5,6,7",22,Non-binary,,Italy,"Genshin impact, a gacha open world game with beautiful graphics and music, super immesive and fun to play. In this game you collect different characters through a gacha system and use their abilities to kill monsters, complete story quests or even just explore. 
I find this game super relaxing, fun and I play it everyday. ",5,1,2,1,1,1,6,5,1,1,3,1,7,7,1,1,1,4,4,1,6,1,5,1,1,1,6,6,6,6,1,6,1,1,4,1,6,1,1,2,6,1,1,1,6,5,4,6,1,4,6,6,6,6,4,5,2,5,7,7,1,1,4,6,7,1,1,4,1,5,6,6,3,4,6,1,5,1,5f1f459122764312bfbe265e,
1/31/23 17:35,1/31/23 17:41,0,100,365,1,1/31/23 17:41,R_Qcd8N1uyzUgjrsB,anonymous,EN,"1,2,3,4,5,6,7",27,Man,,Greece,"The last game I played was Elden Ring 2 days ago,I was trying to beat a major boss that I was stuck for hours.I was really enjoying the game but at the same time I was nervous cause I really wanted to kill it and it was hard!",4,5,6,4,5,2,5,4,4,5,2,2,6,7,2,1,6,5,3,2,5,3,5,1,1,5,3,5,5,6,3,6,4,6,4,3,2,2,2,2,4,1,2,1,6,4,5,6,3,5,5,6,5,7,2,6,3,4,4,6,3,5,3,6,7,3,2,3,6,4,4,4,2,5,5,3,4,5,6092d6c40ddf25b74e934eef,
1/31/23 17:32,1/31/23 17:41,0,100,497,1,1/31/23 17:41,R_qxDjNQVFScT4RZn,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Poland,"League of Legends: Teamfight Tactics
I could not find the characters I was rolling for and that made me lose the game. I felt tilted since I lost 3 games in a row.",1,5,5,1,7,1,3,1,4,6,1,5,7,1,5,7,5,2,1,4,1,1,1,1,6,5,4,5,4,4,5,4,5,5,1,1,1,7,7,2,1,1,1,4,6,5,1,1,4,6,2,4,4,5,4,2,1,1,5,5,7,7,1,6,5,6,6,1,3,1,1,1,4,5,7,3,1,5,5f63bbddcef07910924ce7a1,
1/31/23 17:32,1/31/23 17:41,0,100,542,1,1/31/23 17:41,R_cvglY1aSTYcNreV,anonymous,EN,"1,2,3,4,5,6,7",25,Man,,Czech Republic,Lately I got back to playing Borderlands 2. I felt very nostalgic since its an older piece. Had the same fun as years before,5,1,1,1,1,1,7,6,2,1,1,1,7,6,1,1,1,7,2,1,4,1,5,2,1,1,6,6,6,7,1,7,1,7,6,1,5,2,1,1,4,2,1,1,7,6,6,6,1,1,6,7,6,7,1,7,1,5,6,7,1,2,6,7,7,1,1,6,2,5,4,5,1,5,6,3,6,1,5f999a96351f3b015adcb14a,
1/31/23 17:34,1/31/23 17:41,0,100,431,1,1/31/23 17:41,R_3PXeIbXIpmtKo2c,anonymous,EN,"1,2,3,4,5,6,7",24,Man,,Poland,"I was playing the rogue-lite card game Slay the Spire. I tried to beat the most difficult level of the game with the character called The Watcher. I have attempted it many times, and because it is very difficult, I was not able to achieve victory this time either. I was very relaxed. At this point I am quite familiar with the game so I do not get as excited or scared as I used to, but I still find it an enjoyable experience to play, especially while watching Youtube in a second window on my monitor.",2,5,2,2,3,2,5,2,5,2,2,2,6,5,2,2,2,5,2,2,4,2,1,1,2,3,5,5,6,6,5,7,2,6,2,4,2,5,2,1,2,1,1,2,7,6,3,5,1,1,5,5,5,6,2,6,3,2,6,6,3,5,1,7,6,1,2,2,2,2,5,2,2,6,6,2,2,5,5beb0d9d7569230001f88b7c,
1/31/23 17:34,1/31/23 17:41,0,100,441,1,1/31/23 17:41,R_1Ihk7PMTh8mAg4Z,anonymous,EN,"1,2,3,4,5,6,7",23,Man,,Denmark,"Playing a game of CSGO (Counter Strike Global Offensive) with four other friends. While we often play together in this friend group, we rarely play CSGO together. Given that it is a highly competitive game, and we hardly play it anymore, we lost to the opposing team. Leaving a little frustrated, we only played the single match.",4,5,4,4,6,4,3,4,4,6,4,4,7,3,3,3,3,4,5,4,3,4,5,6,4,7,3,4,3,5,7,2,5,6,4,5,4,4,2,3,4,5,5,2,7,5,5,2,4,6,4,4,4,5,2,4,6,4,5,5,6,4,4,6,6,2,4,5,6,6,4,6,5,4,5,5,5,7,5f1c4186c094bd4b7e0470ea,
1/31/23 17:32,1/31/23 17:41,0,100,546,1,1/31/23 17:41,R_u9Q7gxHddRHz6YF,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Poland,"My most recent gaming experience was playing League of Legends. It was about 2 days ago, I was playing an ARAM mode and I had a lot of fun with a high damage champion who is called Malphite. Unfortunately, I lost this game but I didn't bother much.",1,2,1,4,1,1,6,1,1,1,5,1,7,6,6,7,1,6,5,1,1,1,4,6,4,1,6,5,4,5,1,5,1,6,1,6,1,7,2,6,6,7,7,4,5,5,1,5,4,5,7,5,5,4,2,5,4,1,6,1,1,5,2,6,7,4,1,1,7,1,5,4,3,5,4,2,1,7,5fa18c4a48882016b4b143f7,
1/31/23 17:30,1/31/23 17:41,0,100,673,1,1/31/23 17:41,R_b4mgKOoAwbl24Y9,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Portugal,"Rust, its nice to play with your friends and build a huge bases , sometimes its harder to play because its a lot of people on server but we have a lot of fights ",4,5,5,7,5,2,5,4,3,2,5,4,7,6,2,2,6,5,5,3,5,5,3,2,6,5,3,4,2,5,5,5,4,2,4,5,2,2,5,1,5,1,6,4,6,5,4,3,6,6,5,5,5,3,2,4,3,5,4,5,3,6,1,7,5,3,3,2,7,3,4,4,4,5,5,2,4,5,60ec3c2f62a066a50d601173,
1/31/23 17:35,1/31/23 17:41,0,100,383,1,1/31/23 17:41,R_1FxkQs6MsmTz9kj,anonymous,EN,"1,2,3,4,5,6,7",23,Man,,Poland,"I was playing fortnite, i played with my friends and i won, i was feeling good playing",5,2,4,3,2,2,6,5,3,2,5,3,6,5,3,4,3,5,4,3,5,2,5,4,2,2,5,5,3,6,2,6,2,4,5,4,2,3,5,2,4,1,2,3,5,5,4,5,2,2,5,6,6,5,2,5,2,5,5,6,2,5,4,6,6,2,2,5,5,5,5,4,4,6,5,1,5,3,5f23f0dd350ed11ee0177322,
1/31/23 17:32,1/31/23 17:41,0,100,572,1,1/31/23 17:41,R_yDSoKTpiIFq5FHr,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Chile,"It was a RPG Souls, Dark Souls 3, I was excited for playing the DLC's. The uncertainty of what is coming was funny ",7,4,2,2,2,6,7,7,2,2,1,1,7,7,1,1,1,7,1,1,7,1,7,3,1,1,7,7,7,7,2,7,1,7,7,5,7,1,4,1,7,1,1,6,7,3,7,7,5,5,6,7,7,7,5,7,2,7,7,7,3,3,7,7,7,7,4,6,3,6,7,7,5,6,6,3,6,7,61170fc882aceb0cbcfebe6e,
1/31/23 17:31,1/31/23 17:41,0,100,605,1,1/31/23 17:41,R_3HhIy0AhGhH8rhv,anonymous,EN,"1,2,3,4,5,6,7",19,Man,,Portugal,The last time i played a game for more than 20 minutes was CS.GO. Basically I was playing competitive mode and I felt a bit bored since I no longer feel like playing like I used to,4,1,1,4,2,1,4,4,5,5,2,1,7,2,1,4,1,4,1,1,1,1,1,1,1,2,7,7,6,7,4,6,1,7,1,1,1,1,1,1,1,1,1,1,7,7,2,5,2,5,6,6,7,7,1,6,3,4,4,7,1,6,1,7,7,1,1,1,2,1,3,1,1,4,2,1,1,1,6074de03363deb52b54eccf4,
1/31/23 17:36,1/31/23 17:41,0,100,339,1,1/31/23 17:41,R_2SfB8tisk1BjLSl,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,Poland,"currently i am playing gta san andreas, now im planning a heist on caligula casino with woozie",4,1,1,1,1,1,6,4,1,1,1,1,1,7,5,1,1,1,5,1,5,1,6,1,1,1,7,7,4,7,1,7,1,1,1,1,5,1,1,1,7,2,1,1,2,1,1,4,1,1,5,6,1,4,1,7,1,1,7,7,1,1,4,1,7,3,1,4,1,4,7,1,1,4,1,1,1,1,5d4381fa4f91710015d9e978,
1/31/23 17:31,1/31/23 17:42,0,100,623,1,1/31/23 17:42,R_27OtQs5UHTWvara,anonymous,EN,"1,2,3,4,5,6,7",20,Man,,South Africa,"The most recent video game I played was FIFA 20. I was playing the ""Manager Career Mode"" taking control of a German team from the German League's top division (Bundesliga) called Borussia Dortmund. I felt very engaged and focused as I was challenging myself by playing on a higher difficulty than I usually do. It felt really great as I went through a rollercoaster of moments within the game, both good and bad.",4,2,4,2,3,2,6,4,4,7,5,5,6,6,2,2,2,6,2,1,5,2,2,3,5,1,6,6,6,6,2,6,2,7,2,2,2,2,2,2,5,2,2,3,6,6,4,6,2,2,6,6,6,6,4,6,2,4,6,6,2,5,2,7,6,5,2,2,2,4,3,2,4,5,6,2,4,2,6126c02e2dc530e0738d0043,
1/31/23 17:32,1/31/23 17:42,0,100,576,1,1/31/23 17:42,R_cTRMd5FoyBPyxwZ,anonymous,EN,"1,2,3,4,5,6,7",23,Man,,Poland,"The game I played was Genshin Impact. I played it an hour ago and did the daily commissions and the current event, which annoyed me because of the amount of unnecessary dialogue, which is quite frequent in the game. It was more of a standard play of the game, nothing unusual happened.",2,1,6,1,1,1,5,2,5,1,5,4,5,3,5,1,1,3,4,1,1,1,1,5,3,1,6,6,4,6,1,5,1,5,1,4,1,7,3,1,1,5,5,5,5,4,2,4,2,1,4,5,5,4,2,5,1,1,5,6,1,1,2,5,5,5,4,2,1,1,4,1,6,1,3,2,2,1,5eeddc9a4c5f9a2187efb1d7,
1/31/23 17:30,1/31/23 17:42,0,100,669,1,1/31/23 17:42,R_PAlfj3K8hgWdJXb,anonymous,EN,"1,2,3,4,5,6,7",23,Woman,,United Kingdom of Great Britain and Northern Ireland,"The last game I played was Minecraft, yesterday for the first time in like a year. It was pretty fun I played online with two friends, but also a little frustrating cus I died like 6 times and had to restart. ",5,6,4,1,6,1,6,5,2,4,5,5,5,4,1,1,4,5,4,2,7,4,6,1,1,4,3,4,5,6,7,7,4,7,4,1,4,1,3,1,4,1,1,1,7,4,5,1,1,6,3,6,4,7,2,3,5,4,7,7,4,4,5,6,7,1,4,5,7,4,5,5,1,4,4,1,5,6,5dd6abf622749763a10324ec,
1/31/23 17:26,1/31/23 17:42,0,100,930,1,1/31/23 17:42,R_ujJpZwOFHQJ3zuV,anonymous,EN,"1,2,3,4,5,6,7",20,Man,,South Africa,"I was playing GTA V today in the afternoon. I restarted the game as I have finished the campaign and did not have a lot to do, I was playing the mission where Franklin and Lamar were stealing the two cars. Playing the game made me feel relaxed and was nostalgic as it brought back the excitement I had for the game. ",1,1,5,3,1,1,1,1,1,1,1,2,6,6,3,1,1,4,1,1,6,4,3,2,1,1,6,6,5,6,2,6,1,1,2,1,3,1,3,1,4,1,1,3,6,5,1,6,2,1,5,7,5,6,5,5,1,2,5,7,1,2,1,5,6,1,2,1,3,1,1,1,1,5,5,1,2,1,611fb2faf7bb7980ba35606b,
1/31/23 17:31,1/31/23 17:42,0,100,651,1,1/31/23 17:42,R_3P7GGQLGBdrsW2l,anonymous,EN,"1,2,3,4,5,6,7",24,Man,,Poland,League of legends. In this gamę you Control the champion sekund the map you must win your lane and destroy the Nexus. I often be angry when i play this game.,3,5,6,7,7,2,5,3,3,2,5,6,6,5,5,7,5,5,2,5,2,4,2,5,5,2,4,3,2,5,4,5,7,2,1,7,5,6,5,7,5,3,7,5,5,6,6,4,4,5,5,5,6,2,2,3,5,2,5,3,7,6,1,5,5,3,5,5,4,6,7,3,5,3,5,2,5,6,5eb2e4e032132209ea509d1c,
1/31/23 17:33,1/31/23 17:42,0,100,493,1,1/31/23 17:42,R_3qkiPmBeDCJnL98,anonymous,EN,"1,2,3,4,5,6,7",23,Woman,,Poland,"I recently played the last of us due to the premiere of the TV series. In the game, I reached a hospital where a cure for a disease caused by a fungus was supposed to be developed, but it was associated with the probable death of the main character. I felt a lot of emotions from fear to anger, to a huge relief at the end of the mission
",5,1,1,1,1,1,7,5,1,1,1,1,7,7,1,4,1,5,3,1,6,7,4,1,7,1,7,7,7,7,1,7,1,7,4,4,6,1,1,1,5,1,1,1,6,6,5,5,1,1,4,7,6,7,4,6,1,5,6,7,1,1,4,7,7,1,1,6,1,4,6,4,6,6,6,1,4,1,610063b7b50c4e9488e77eca,
1/31/23 17:30,1/31/23 17:42,0,100,698,1,1/31/23 17:42,R_uvL0Ra7AHifvVh7,anonymous,EN,"1,2,3,4,5,6,7",28,Man,,Mexico,"The most recent game I played was Metroid Dread for the Nintendo Switch. I was going through an area in which you're being chased by an enemy you cannot confront, so the instruction is to leave the area and get away from it.

This specific mechanic, combined with a change of atmosphere and music when the enemy detects you, pumps the adrenaline up, which feels great and rewarding, while also appealing to older gamers which will be familar with the elements of a 2D metroid game.",3,4,4,2,4,3,4,4,1,2,3,4,4,6,4,4,5,5,3,4,3,3,3,1,3,4,4,5,4,5,5,6,5,4,2,2,3,5,4,2,7,1,1,3,4,5,4,3,1,4,4,5,4,5,2,4,4,3,7,6,4,4,5,5,5,4,2,3,5,3,6,2,3,2,6,4,2,4,5ef7e522cedc3d10d06304de,
1/31/23 17:31,1/31/23 17:42,0,100,631,1,1/31/23 17:42,R_2ToryY9cPzvJY1B,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,Poland,"Last game I played was Horizon Zero Dawn, I was doing some side quests but finally got to main story quests and I felt amazed by how good the story is.",6,2,2,4,2,2,6,6,2,2,3,3,6,7,2,2,1,5,4,2,7,3,6,1,2,1,5,6,6,6,2,6,2,6,6,4,6,2,3,1,5,2,1,2,6,5,6,7,1,2,6,6,6,6,4,6,2,6,7,7,2,2,4,7,7,2,3,6,4,6,7,5,1,5,6,2,6,2,5ea9ac27abf6101099ff0360,
1/31/23 17:29,1/31/23 17:42,0,100,794,1,1/31/23 17:42,R_wNL9bOLzPDFfGut,anonymous,EN,"1,2,3,4,5,6,7",21,Woman,,Poland,"I played Stardew Valley. I felt okay, not very excited, I play only calm games, where I don't have to play with strangers. While I was playing I took care of my in-game animals, made som mayonnaise and cheese and just kept my nice farm. I felt okay, sometimes a bit bored when I did not have anything to do. ",1,2,1,1,1,1,4,1,7,2,4,2,4,3,4,1,3,1,4,4,1,1,1,4,2,2,4,4,4,5,4,4,3,3,1,1,1,4,2,1,1,2,1,1,5,1,1,1,1,1,1,1,4,2,1,1,1,1,5,5,3,3,1,2,5,1,4,1,3,1,1,1,4,1,4,3,1,3,60bf87acf2da5a898c0247db,
1/31/23 17:35,1/31/23 17:42,0,100,413,1,1/31/23 17:42,R_2CThkhWw0f2wWC9,anonymous,EN,"1,2,3,4,5,6,7",35,Woman,,Canada,It was Final Fantasy IX. I was fighting a tough boss fight. It was starting to get frustrating because I died a few times and was running out of potions. I finally beat the boss which was a big relief because I wasn't sure if I would be able to!,1,3,5,1,4,2,5,1,3,3,4,5,5,5,5,4,3,5,3,3,5,3,1,3,3,3,5,4,6,5,5,5,4,3,1,1,4,3,5,1,5,3,1,4,4,5,1,3,1,5,5,5,5,3,4,5,5,1,6,2,5,2,1,5,5,5,3,1,3,1,5,1,1,3,5,3,1,3,60777e3d9cc473b77ab33a0d,
1/31/23 17:34,1/31/23 17:42,0,100,481,1,1/31/23 17:42,R_1gjt0bOqZUUW2L2,anonymous,EN,"1,2,3,4,5,6,7",28,Woman,,Portugal,"Disney Dreamlight Valley. I tried to complete some quests, but unfortunately I wasn't able to since it requires to wait a while. I then worked on personal goals within the game, like making money, completing collections, etc. I felt relaxed and at ease.",5,2,4,1,1,1,4,4,2,1,3,3,3,5,3,1,2,4,3,2,5,1,4,2,2,2,5,5,6,5,2,5,2,6,5,2,5,3,2,2,6,3,1,3,5,5,2,5,2,2,5,5,4,5,2,5,2,4,6,6,2,2,4,5,5,4,1,3,4,1,5,2,2,5,5,4,2,2,5dceb15d3b47bc1155f091f2,
1/31/23 17:33,1/31/23 17:42,0,100,510,1,1/31/23 17:42,R_1NCuBSOW2UpL9OW,anonymous,EN,"1,2,3,4,5,6,7",46,Woman,,Spain,"It was a very interesting game, I really enjoyed playing it. There was not a single event, but a story that unfolded. It was Cyberpunk.",6,1,1,1,1,1,6,6,1,1,1,1,7,7,1,1,1,7,1,1,7,5,7,1,1,1,5,5,4,5,1,6,1,7,7,1,7,7,1,1,6,1,1,1,7,7,3,4,1,1,6,6,4,7,7,7,1,7,6,7,5,1,6,7,7,1,1,7,1,6,7,5,1,7,7,1,6,1,5eb9a6fad80e5e0c1fc3a783,
1/31/23 17:29,1/31/23 17:42,0,100,806,1,1/31/23 17:42,R_3n2YN0B36XFkbJl,anonymous,EN,"1,2,3,4,5,6,7",31,Man,,Mexico,"The last game I played was ""For Honor"", I've been playing that game since its launch. 
Everything that happened was funny, players that still engage with the game at this point are masters, so the matches are fun. ",6,4,1,4,2,3,6,6,1,1,1,3,7,7,2,2,1,6,2,1,5,1,5,1,1,1,7,7,7,7,7,7,2,4,5,5,6,2,1,4,7,1,4,1,7,6,6,7,1,1,4,6,6,7,1,6,1,6,7,2,1,4,4,6,6,1,1,4,1,7,7,6,2,4,6,1,4,1,5f6ad11391339f1b10bbea1f,
1/31/23 17:30,1/31/23 17:42,0,100,751,1,1/31/23 17:42,R_1H8D6iVADb4Dcj9,anonymous,EN,"1,2,3,4,5,6,7",27,Man,,Greece,"Hitman trilogy. Well the name is pretty self explanatory and the Hitman franchise is already pretty big, you take the role of Agent 47 a cloning experiment who excels in assassinations. You take different contracts in a story based format. ",1,1,7,1,1,1,6,1,1,1,5,2,7,7,5,5,1,5,1,3,1,1,1,1,1,1,7,7,4,6,2,7,1,7,1,1,7,5,4,1,7,1,1,5,7,5,1,6,2,1,7,7,6,7,3,7,1,1,6,7,1,1,1,7,7,4,5,1,5,1,7,1,1,5,7,1,5,3,5c194b19c856be0001059e13,
1/31/23 17:34,1/31/23 17:42,0,100,502,1,1/31/23 17:42,R_3hbGTesc1GIry6l,anonymous,EN,"1,2,3,4,5,6,7",29,Man,,Netherlands,"I played ''Hearthstone'' this past weekend. I havent played for some time so I had to re discover the game. As a player of card games I felt it was fun, but the increased randomness and luck factor of the game, made me feel that I might have gotten old for that particular game.",5,2,5,4,3,3,5,3,3,4,5,5,5,5,4,4,4,4,4,3,4,4,3,4,5,4,5,5,4,5,4,4,4,3,3,5,4,4,4,4,4,4,4,5,4,4,4,4,3,3,5,5,4,5,4,4,2,4,5,4,2,5,2,5,4,4,4,4,5,3,4,3,4,4,3,2,3,3,63c534705ce9af8e341ac971,
1/31/23 17:31,1/31/23 17:42,0,100,688,1,1/31/23 17:42,R_3rHzyAkCRTjQsgk,anonymous,EN,"1,2,3,4,5,6,7",24,Man,,Netherlands,Call of Duty Mobile. It is an online multiplayer first person shooter. I had fun but was bored and not really satisfied with myself as I had other things to do.,2,5,3,2,5,1,5,1,5,5,6,4,6,5,5,6,2,2,7,1,1,5,1,7,2,2,4,5,2,7,2,6,1,5,1,1,1,5,4,1,2,4,1,5,6,1,1,5,5,3,4,6,4,5,4,5,3,1,2,4,1,5,1,5,6,5,4,1,2,1,2,1,5,4,4,2,1,2,5fb3ad6fd6b39d0008d2f414,
1/31/23 17:34,1/31/23 17:42,0,100,526,1,1/31/23 17:42,R_3nSZrwJfey7R7pm,anonymous,EN,"1,2,3,4,5,6,7",24,Man,,Poland,"League of legends, i felt anger, sadness and existential crisis. In the game i lost a match, my teammates were garbage, Would play again.",1,5,1,6,7,1,2,1,7,7,2,2,3,2,2,1,6,1,7,7,1,3,1,7,7,5,4,2,1,3,7,7,7,1,1,7,1,2,7,1,1,7,7,3,2,2,1,1,2,2,3,2,4,2,1,1,5,1,1,3,1,7,1,1,1,6,7,1,7,1,1,1,1,1,1,7,1,7,6113b7a2e704ffeaf8c00b8d,
1/31/23 17:35,1/31/23 17:42,0,100,455,1,1/31/23 17:42,R_2frKwvtS2cEWgfS,anonymous,EN,"1,2,3,4,5,6,7",23,Man,,Hungary,"In Elden Ring I cleared a small section in Stormveil Castle, the first dungeon. I felt happiness and joy because I already knew the whole layout of the map from my previous playthroughs so I was able to clear it out in a rather short amount of time.",5,1,1,1,1,2,6,3,1,1,1,1,7,7,1,1,1,6,2,1,6,1,5,2,1,1,7,7,3,5,2,7,1,6,5,2,3,1,1,1,5,3,1,2,6,5,6,7,2,1,5,6,7,7,3,7,1,5,7,7,1,1,2,7,7,1,1,5,1,3,5,1,1,5,6,1,3,1,5f452661c5a1b50a817ab094,
1/31/23 17:31,1/31/23 17:43,0,100,675,1,1/31/23 17:43,R_2rxeDUhXPMZCOeU,anonymous,EN,"1,2,3,4,5,6,7",20,Man,,South Africa,"I have recently played Fortnite and proceeded to play a couple of matches with my friends, I had a joyful time.",4,5,6,7,4,1,4,5,4,1,5,4,7,5,1,4,1,4,4,1,1,1,1,4,1,1,6,6,4,5,1,4,1,4,1,5,4,4,1,1,1,1,5,1,4,1,1,1,1,1,5,4,4,2,1,4,1,1,6,7,6,6,1,7,7,7,1,1,1,1,4,3,1,1,4,4,1,1,5ef9b70e432ef80119d3d829,
