RecordedDate,age,gender,gender_5_TEXT,country,duration,condition,recallText,trust,trust_3_TEXT,PROLIFIC_PID,af01,af02,af03,af04,af05,af06,af07,af08,af09,af10,af11,af12,af13,af14,af15,af16,as01,as02,as03,as04,as05,as06,as07,as08,as09,as10,as11,as12,as13,as14,as15,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cs01,cs02,cs03,cs04,cs05,cs06,cs07,cs08,cs09,cs10,cs11,cs12,cs13,cs14,cs15,rf01,rf02,rf03,rf04,rf05,rf06,rf07,rf08,rf09,rf10,rf11,rf12,rf13,rf14,rf15,rs01,rs02,rs03,rs04,rs05,rs06,rs07,rs08,rs09,rs10,rs11,rs12,rs13,rs14,rs15,wave,possibleCareless,cf08_dup,as07_dup,rs10_dup,cf01_dup
12/19/22 14:45,22,Woman,NA,Spain,1009,negative experience,"I don't remember the name, it was a restaurant managing game. The tutorial wasn't intuitive, I couldn't understand how to play the game and what I was supposed to do.",1,NA,6019890e2e49e00b90471946,7,2,7,5,1,7,4,6,5,1,7,5,5,4,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,7,7,7,7,7,7,6,7,7,1,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,2,6,3,5,1,7,2,6,7,7,7,7,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,FALSE,7,1,NA,NA
12/19/22 14:45,24,Prefer not to say,NA,Italy,881,negative experience,"league of legends, i really like the game but a few days ago the experience was totally negative due to some trolls that were losing on purpouse. i  just wanted to relax after a very stressful day but playing with that kind of people just made me mad and made me think that i was just wasting my time",1,NA,6161f43ddd46e845e7b3fab8,2,3,2,6,6,5,3,2,3,2,5,2,3,3,5,4,5,4,5,5,5,5,5,6,3,5,6,4,3,5,3,5,2,3,2,5,6,4,5,6,5,2,2,3,4,3,4,3,6,4,5,4,4,6,4,4,5,5,5,6,5,5,5,5,4,2,2,4,5,5,6,4,2,2,3,4,3,2,3,2,2,6,4,4,6,5,6,4,2,4,2,6,1,FALSE,5,5,NA,NA
12/19/22 14:46,22,Man,NA,South Africa,885,negative experience,"I recently played a game called pocket champs, thinking it would be similar to the game fall guys but on mobile. However, I was disappointed by the gameplay and the fact I could not control the character during each race. It felt more of a game of chance than an actual video game.",1,NA,60faef4f671f6d0d1a198881,6,2,6,7,6,7,7,7,4,1,2,4,2,4,4,7,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,4,4,4,4,4,5,1,2,4,7,2,2,4,4,7,2,1,2,2,2,1,1,4,4,1,4,1,3,1,1,1,4,4,7,4,4,4,1,4,4,6,4,4,2,4,4,1,4,4,4,2,2,4,1,1,1,2,4,4,4,1,1,FALSE,2,1,NA,NA
12/19/22 14:46,28,Man,NA,Chile,1007,positive experience,"The game was Elden Ring. It is a fantasy game about conquering a magical world filled with monsters, amazing landscapes and challenging enemies. I felt really invested in the world of Elden Ring. I was hooked and could not stop playing until I discovered every single secret in the game. It is the best game I've ever played.",1,NA,5eb399a140be6e18063981c3,1,1,1,2,6,2,2,4,5,1,5,4,6,4,1,1,6,7,6,7,7,6,6,6,7,6,7,5,6,6,7,1,6,1,1,7,5,2,1,1,2,1,2,2,3,1,3,7,7,7,6,6,7,7,7,7,6,7,6,7,7,7,3,1,1,1,2,1,2,1,3,1,1,2,1,2,1,7,6,6,6,6,5,7,6,7,6,6,6,6,6,5,1,FALSE,3,7,NA,NA
12/19/22 14:46,22,Man,NA,Poland,937,negative experience,"The game I played recently and did not like was forza horizon. Probably the only reason why I didn't like this game is because it was a racing type game, which I am not a fan of.",1,NA,5fc65d9cc4575b0b47981de8,1,1,1,4,4,5,6,6,2,3,3,3,1,1,2,5,3,3,2,3,4,1,3,5,4,1,3,1,2,2,1,6,2,1,1,3,1,1,5,6,5,1,4,4,2,1,1,1,4,3,1,1,5,4,3,4,3,2,5,5,5,1,1,2,5,1,1,7,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,FALSE,4,3,NA,NA
12/19/22 14:46,27,Man,NA,Poland,1043,negative experience,I've been playing Fallout 4 recently. I really didn't like the fact that new enemies appeared in locations I had already cleared. It made me feel like my achievements in the game meant nothing.,1,NA,5f0082e67535f20164d33b15,6,2,4,2,1,6,2,2,2,3,1,1,4,1,2,6,2,5,4,4,4,2,4,2,7,1,3,2,4,4,3,1,5,4,4,2,4,1,1,4,1,1,1,2,1,7,2,4,1,2,4,1,2,4,2,1,5,6,4,4,4,4,4,4,7,4,1,1,1,4,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,2,4,4,3,1,2,2,1,FALSE,2,4,NA,NA
12/19/22 14:46,33,Woman,NA,South Africa,989,positive experience,"Fifa 14, I was playing a football match between Manchester United and Manchester City. I enjoyed the game.",1,NA,611d4865288cf8dc5e2533d2,3,2,3,3,5,2,3,3,3,2,3,2,3,3,3,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,6,5,3,6,2,2,1,2,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,3,3,3,6,3,3,3,1,3,3,2,2,3,3,3,5,4,3,5,5,5,6,3,3,3,5,5,3,5,3,1,FALSE,6,5,NA,NA
12/19/22 14:46,20,Man,NA,Portugal,1064,negative experience,"I normally only play games that I think I'll enjoy, so this is a rare occasion, the last time I remember it happening was with XCOM 2, it is a strategy game that takes a lot of concentration to play, and I was not in the mood, so I got bored quickly, it is an awesome game, but slow at times. It really makes you think and it punishes you if you play badly.",1,NA,5fbeb0db4f96800857aa4b88,3,5,2,2,5,3,3,2,3,2,4,1,3,2,2,3,5,5,5,5,5,6,6,7,5,6,5,5,5,5,5,3,5,3,1,5,1,2,5,6,5,1,3,2,5,1,5,5,5,6,5,6,5,5,3,5,5,3,7,5,5,6,1,1,5,1,2,3,1,1,1,3,1,2,1,4,1,5,5,5,6,5,2,3,5,4,5,4,4,5,4,5,1,FALSE,5,6,NA,NA
12/19/22 14:46,35,Man,NA,Greece,760,negative experience,"It was the game ""Ape Out"" in which I controlled a running ape trying to escape a research facility, by hitting out of the way and killing every encountered enemy. I kept getting shot and dying in the same place and in the same way many many times and I felt really frustrated and useless.",1,NA,6113d948bcb1f232c85bdcf3,5,5,2,4,2,5,5,4,5,4,5,5,2,4,2,2,3,3,4,4,3,3,4,3,3,4,5,5,6,3,4,3,5,5,5,6,6,5,4,6,6,3,4,6,5,3,5,4,3,2,6,3,3,3,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,5,4,4,1,FALSE,5,3,NA,NA
12/19/22 14:46,22,Non-binary,NA,Poland,975,negative experience,"It was Monster Hunter World. At first I really liked the game, but then I got frustrated at people who tried to push their way of playing onto me and because of that I completely lost interest in the game.",1,NA,613e52d1ba36dd0716b5286a,6,5,2,4,5,7,6,4,7,6,2,4,4,4,5,5,4,5,5,4,5,5,4,7,5,4,5,4,6,5,4,7,4,6,4,6,4,5,5,4,6,2,5,2,4,4,3,4,4,4,4,5,5,4,3,4,1,4,4,5,5,4,6,4,4,5,5,6,5,4,5,5,6,3,4,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,4,4,1,FALSE,6,4,NA,NA
12/19/22 14:47,34,Man,NA,Greece,832,negative experience,"The game is Fallout 76, more and more games pumped out in the modern gaming industry are plagued with timegated content and force you to grind for dozens of hours to accomplish ingame objectives and you end up losing all sense of fun while you're consumed to grind and grind for hours. Of course this caused me massive boredom and annoyance.",1,NA,5c19476c5a4fdb00014a2948,6,5,7,5,7,5,5,5,6,6,7,5,4,2,2,7,3,3,3,3,4,5,5,4,4,2,4,4,2,2,2,1,1,2,3,2,1,1,5,1,5,1,1,5,2,6,1,1,3,2,1,2,2,2,2,5,5,3,2,2,4,2,5,2,6,2,2,7,3,1,1,4,2,1,3,1,1,2,3,1,2,2,2,3,2,3,1,2,3,1,5,1,1,FALSE,2,5,NA,NA
12/19/22 14:47,22,Man,NA,Portugal,928,positive experience,"My most recent gaming experience was Call of Duty modern warfare 2 warzone, i was with a group of friends, the game was caotic, lots of action during the game, towards the final of the game i was the only one alive, i tried to revive my friend, i revived him but died in the process, he was then alone eventually die, we finish in 3rd place. It was a very fun game",3,I don´t think a game of call of duty can give interesting data to you study,5f8446f2bbf69c0608e7b7fd,4,1,3,2,6,2,3,7,5,1,5,1,6,1,4,2,6,5,6,6,6,7,5,6,6,6,7,5,5,2,5,2,5,1,2,3,6,2,5,1,2,1,2,1,4,1,4,6,6,5,5,6,6,6,5,7,6,7,5,6,5,4,1,4,2,4,5,4,1,7,4,1,1,5,1,1,1,3,5,1,6,4,4,2,4,7,4,4,5,4,4,6,1,FALSE,3,5,NA,NA
12/19/22 14:47,24,Man,NA,South Africa,1054,positive experience,"The most recent game I enjoyed is Genshin Impact, after numerous months of grinding in the game and finally seeing my progress in action by winning against some of the strongest end-game bosses was very satisfying.",1,NA,5e8340a530500a04addfec7a,5,6,3,6,7,3,4,6,7,7,6,6,6,2,2,7,6,5,5,4,5,6,6,7,6,3,5,4,6,3,5,2,2,1,1,2,2,2,2,2,3,2,1,3,5,2,6,7,7,6,5,6,7,6,6,6,7,7,6,6,6,5,6,1,3,1,1,2,6,1,2,6,2,7,2,2,2,7,6,6,6,3,6,4,4,3,3,4,4,3,3,4,1,FALSE,2,6,NA,NA
12/19/22 14:47,25,Man,NA,Poland,1205,negative experience,"It was The Witcher 3 Wild Hunt after the nextgen update. Everything was stuttering despite reducing graphics settings, and on top of that, textures were not loading properly. I got frustrated and turned off the game after a short time.",1,NA,5f3e821421b5230a1ce7d837,3,2,1,4,6,3,7,3,6,2,1,6,1,1,4,3,6,3,2,2,6,6,6,4,6,6,1,6,2,6,6,1,5,1,2,2,5,1,2,2,3,1,1,1,2,6,2,6,3,2,6,7,1,6,6,6,3,3,6,6,6,6,3,2,5,1,2,6,1,2,3,7,1,1,3,3,1,6,6,1,7,6,6,2,6,6,6,7,2,6,6,6,1,FALSE,6,5,NA,NA
12/19/22 14:47,26,Man,NA,Portugal,1272,negative experience,Counter-Strike Global Offensive. Those moments when you are trying hard and your teammates are not on the same page as you. Really frustrating,1,NA,5e8f31ca66838a1ff52975b5,5,5,6,5,5,6,5,5,6,3,5,5,6,6,5,5,5,5,4,2,3,5,5,4,3,6,6,5,4,2,5,5,5,3,3,5,2,4,5,6,5,2,4,5,3,4,2,5,3,6,5,5,5,6,6,4,6,6,6,5,5,5,3,2,5,2,4,3,3,3,5,3,4,3,4,2,5,5,5,4,3,5,5,3,4,5,3,5,4,6,3,3,1,FALSE,5,5,NA,NA
12/19/22 14:47,32,Man,NA,United Kingdom of Great Britain and Northern Ireland,1274,negative experience,"No Man's Sky. I was a bit late to the party, but I found it very samey and a bit boring with a clear lack of variety to it's gameplay.",1,NA,5c2e400489f0350001760685,5,6,5,5,6,6,4,5,5,5,4,3,5,3,4,5,2,2,3,3,2,3,2,3,2,2,3,4,4,3,3,3,2,3,2,4,4,5,6,5,5,5,2,3,4,5,5,2,2,2,3,3,3,5,3,2,4,3,2,3,4,5,5,4,6,5,3,5,4,4,5,5,5,5,5,2,5,6,2,3,4,3,4,2,2,3,4,2,2,2,4,2,1,FALSE,2,2,NA,NA
12/19/22 14:47,29,Woman,NA,South Africa,1110,negative experience,"I played GTA, on the laptop and it was very boring and difficult to operate. I felt exhausted as it was too slow and I was impatient.",1,NA,611cf1ee0787448303cf3f58,3,7,2,5,3,5,7,2,2,1,1,1,5,5,7,1,5,3,2,6,5,5,5,7,7,3,5,5,3,5,2,2,3,1,1,5,5,2,2,7,5,1,2,5,3,3,7,3,5,2,5,4,5,5,5,5,5,3,3,6,2,5,2,2,6,2,1,1,1,3,7,3,1,1,5,1,1,5,3,5,7,5,6,5,5,4,4,5,5,3,1,5,1,FALSE,3,5,NA,NA
12/19/22 14:48,24,Man,NA,Hungary,1182,negative experience,"The last time something like that happened I was playing a Battlefield game (2042) - and what happened was that throughout the whole match my team was not being helpful whatsoever which made us lose at the end.
I tried my best to get the best out of the situation, but it wasn't an enjoyable experience.
And even though it's not too unusual for something like this to happen, as I've had similar teams before, this time it felt like it was the worst out of all of them, since there was truly zero cooperation in this case.",1,NA,5df97fcd11d8796fd29e85e3,5,4,3,7,5,5,6,4,4,5,3,3,4,4,5,4,3,6,4,3,4,4,4,5,4,3,4,4,4,3,3,2,6,4,3,6,5,6,5,5,6,1,3,5,6,7,5,3,5,1,4,2,4,3,2,2,5,6,4,4,4,4,6,5,4,6,4,4,4,3,5,7,5,4,4,6,3,4,1,2,1,2,4,3,1,2,3,2,2,3,1,3,1,FALSE,6,5,NA,NA
12/19/22 14:48,20,Man,NA,Poland,976,positive experience,"League of legends is a bad and toxic game. 
I played a game of ARAM and of course i got the dumber people in my team.
I feel frustrated.",1,NA,6050edc9b0fa3d391dae2ffe,5,5,6,5,5,1,6,2,4,2,6,3,3,4,1,5,5,2,6,6,2,2,2,6,2,5,2,5,1,1,3,2,1,5,1,6,5,5,3,3,2,5,5,6,2,7,4,3,1,5,6,2,5,5,2,1,4,5,3,1,5,5,2,3,7,3,3,6,2,5,2,2,2,5,1,1,5,1,3,1,5,4,2,1,2,2,1,4,2,3,2,1,1,FALSE,5,2,NA,NA
12/19/22 14:48,24,Man,NA,South Africa,1016,negative experience,I recently played Battlefield 2042. I didn't enjoy it because I felt it took away from traditional Battlefield. It also lacked a scoreboard,1,NA,611d64af9898c121c4cd1dd4,6,6,3,4,6,3,3,1,6,2,3,3,5,5,5,2,3,4,4,4,4,3,4,5,5,5,5,5,3,4,5,5,6,4,6,6,5,4,6,3,3,5,5,6,4,3,4,4,6,4,4,4,5,3,2,3,5,3,5,2,4,5,6,6,5,3,4,6,3,4,6,5,6,4,3,4,4,6,3,4,4,4,4,6,5,4,6,5,4,6,5,5,1,FALSE,4,5,NA,NA
12/19/22 14:49,34,Man,NA,Hungary,1282,negative experience,"original Halo (Masterchief collection), I don't enjoy the repetitiveness of the same mindless enemies while the story barely progresses. Not having played back in the days (no nostalgia factor) doesn't help, and the graphics are lacking by today's standards.",1,NA,601d97602ac2ab13eb2a5ce5,5,5,5,5,5,5,6,6,5,5,5,2,2,1,5,6,3,3,3,3,4,3,5,3,3,3,4,4,4,3,2,5,2,6,2,4,3,4,5,6,4,2,5,4,5,4,5,3,3,4,4,4,4,4,3,4,2,4,5,5,5,5,4,3,5,3,4,5,2,1,1,5,4,4,4,4,3,4,3,4,3,3,5,2,2,3,2,2,2,3,2,3,1,FALSE,3,5,NA,NA
12/19/22 14:49,39,Man,NA,Poland,1123,positive experience,"Recently I played Dorfromantik, it's city/landscape building game at it's core but also puzzle game (you build using randomly drawn premade puzzle pieces) an relaxing creative game. I was trying to beat my high score and it was going quite well, I had decent luck with building pieces that allowed me to build the way I wanted while still giving me nice score by allowing to  connect fitting pieces. I was focused and engrossed in experience and was enjoying myself. Because I was doing so good I lost track of time",1,NA,5d29412ab711e9001ab74ece,2,1,1,2,2,2,3,1,1,1,2,1,1,1,2,1,6,6,6,6,6,6,6,7,6,6,7,6,6,6,7,2,2,2,2,2,3,1,3,2,2,1,2,1,3,1,2,6,7,6,6,6,6,7,6,7,6,6,6,6,6,6,4,1,1,1,1,1,1,4,4,1,1,4,1,1,1,5,5,1,5,4,1,4,1,4,4,5,2,4,2,4,1,FALSE,2,6,NA,NA
12/19/22 14:49,25,Woman,NA,Chile,1203,positive experience,"The game is called ""The Long Dark"", it is actually my favorite video game at the moment.
It is a survival game where you get stucked on an island near Canada and you have to survive with the resources you find on your surroundings.
It makes me feel at peace and happy.",1,NA,6110b5211d836552ef89c0d5,1,5,1,5,4,1,4,6,1,1,3,6,5,4,1,5,4,5,4,6,5,6,4,6,4,6,4,4,2,5,4,5,2,5,1,6,4,6,6,4,1,1,5,1,4,3,3,4,7,3,5,6,4,4,6,4,5,6,6,6,5,4,1,2,1,4,1,5,5,6,1,1,4,6,1,2,4,5,5,5,4,3,5,6,4,4,4,5,5,4,6,6,1,FALSE,2,4,NA,NA
12/19/22 14:50,22,Man,NA,Poland,1226,negative experience,"It was league of legends, as always when I don't enjoy the gaming is when I am on loose streak. I fell pretty mad but somehow i'm still playing the game",2,NA,5fd2416e5061f30735e202e9,4,4,5,4,4,4,4,4,5,4,5,5,5,4,5,4,5,5,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,5,4,5,5,5,4,5,4,5,4,4,4,4,3,5,4,4,5,5,4,3,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,4,5,4,4,6,4,4,4,4,5,4,1,FALSE,4,5,NA,NA
12/19/22 14:50,32,Man,NA,Sweden,1174,negative experience,"Far Cry 5. Every mission was cookie cutter, Every challenge could be solved in the same way. All the gimmicks did not add anything that you needed to care about. No memorable missions. I did not need to pay attention to solve anything. completely brain dead",1,NA,5f361f402a9f8265b5352e5a,5,2,7,1,3,1,1,7,2,1,1,5,1,1,1,7,1,3,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,5,1,7,4,1,4,3,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,1,3,NA,NA
12/19/22 14:50,46,Man,NA,Portugal,1019,positive experience,"Apex
Multiplayer Shooter
3x all 
Wining being the last time survived",1,NA,6011a4b308baec1050c17853,3,3,1,5,5,3,3,4,4,3,2,2,4,3,4,2,6,5,5,3,5,6,6,5,5,4,5,5,5,5,5,5,5,2,3,4,4,4,5,5,3,2,4,3,4,3,3,5,5,4,5,5,6,5,5,5,5,5,5,5,5,7,4,3,3,3,2,3,1,2,5,3,2,3,2,4,2,5,4,4,5,4,6,4,4,4,5,5,4,5,4,5,1,FALSE,4,5,NA,NA
12/19/22 14:50,27,Man,NA,Mexico,1140,negative experience,the game was fortnite and i wasn't enjoying it i was getting killed too often while trying to complete battle pass missions i got so frustrated that i decided to stop playing it for a couple of days,1,NA,5ec6a814c615390ad63cbf1f,2,6,2,2,3,6,2,2,3,5,6,2,2,2,1,2,7,7,6,6,7,7,7,7,7,3,7,5,6,3,6,1,1,2,1,7,7,2,3,7,6,1,1,2,2,2,3,6,5,6,6,3,7,7,3,7,6,6,7,7,6,7,3,2,2,3,2,3,1,5,6,3,2,1,3,6,2,6,5,3,6,2,6,3,3,3,3,6,5,6,3,3,1,FALSE,2,7,NA,NA
12/19/22 14:51,19,Man,NA,South Africa,1209,negative experience,efootball 2023.it is a soccer game and the game was not enjoyable.you only had to choose the teams that were in the game,1,NA,6113cd5e3287b5f60b4c40f8,1,5,2,5,2,5,3,7,6,6,1,3,7,6,3,5,5,5,6,7,6,7,5,5,5,5,7,4,5,4,7,3,5,3,1,1,6,3,7,3,5,1,1,1,3,3,4,6,5,4,7,7,7,5,5,7,7,5,7,5,7,6,5,2,5,4,1,5,4,3,4,1,3,4,3,3,4,3,3,2,3,3,2,4,6,3,4,4,3,4,5,5,1,FALSE,5,6,NA,NA
12/19/22 14:52,25,Man,NA,Poland,1234,positive experience,"I was playing ARAM matches in League of Legends with two friends of mine, one of whom I just go to know then. It felt good to play this game again after a long break but the best thing about that experience was the presence of said friends. They made the game fun.",1,NA,5e86972528aacd2d57010c07,5,4,3,4,5,4,2,5,3,3,3,3,3,4,3,4,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,2,4,3,3,2,6,4,5,5,3,3,3,3,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,6,5,5,5,3,2,4,2,4,5,6,2,2,2,3,3,2,5,5,5,5,4,4,5,4,5,5,5,4,5,4,4,1,FALSE,5,5,NA,NA
12/19/22 14:52,21,Man,NA,Poland,1323,negative experience,That was a FIFA 23. I didn't feel gameplay of this game.The toxic community was terrible.,1,NA,6079da01106b8305f11b4fc6,7,3,5,5,4,7,6,3,5,3,2,3,4,3,4,5,2,2,2,2,3,4,2,2,4,4,2,3,1,1,2,4,4,3,3,4,7,5,5,3,7,1,3,5,1,5,5,3,4,2,3,4,4,5,5,3,2,3,3,4,3,3,5,5,5,3,5,7,7,7,7,2,3,2,4,3,5,1,5,1,1,2,3,3,4,3,1,4,5,5,5,2,1,FALSE,2,2,NA,NA
12/19/22 14:52,23,Man,NA,Poland,450,negative experience,"Probably Overwatch 2, bad match-making, i feel not good and irritated",1,NA,5f96b94504b0720009b4a1ed,4,3,3,3,5,2,5,3,4,3,3,1,3,3,3,3,6,5,5,4,5,5,3,5,7,3,3,5,4,3,5,4,4,2,4,3,5,1,3,2,5,2,2,3,2,3,2,5,6,5,4,3,5,4,3,3,6,6,6,5,5,5,1,4,3,2,4,4,7,5,7,3,2,5,3,3,3,1,3,1,5,2,5,3,3,4,4,3,6,3,5,3,1,FALSE,3,4,NA,NA
12/19/22 14:53,23,Man,NA,Portugal,1298,positive experience,The game was League of Legends. I always have fun playing it because i do it with my friends. I felt great and enjoying the moment,1,NA,60c009d721884396ef056b4c,3,5,2,2,2,2,4,5,1,2,6,4,3,3,2,2,5,4,5,4,5,5,6,5,5,3,5,6,4,4,4,3,4,4,2,4,7,3,3,6,2,1,3,2,3,2,5,4,6,5,5,5,6,5,6,5,6,5,6,7,6,5,1,7,3,7,2,5,7,7,7,4,1,7,2,2,3,3,5,1,3,5,4,1,4,6,4,5,5,5,2,5,1,FALSE,2,5,NA,NA
12/19/22 14:53,26,Man,NA,Portugal,1435,positive experience,"Project Zomboid, pretty much a survival game where you give traits to your character both positive and negative ones and try to survive in a post apocalyptic Kentucky. You don't have super powers nor you are super strong or whatever. You get too confident and mess up and bamm he gets bitten and he dies and that's pretty much it. I love and hate the game but that's what makes it so interesting and engaging",1,NA,5c5c2d590edbd90001e1e01d,1,1,4,2,7,1,1,1,1,1,3,2,2,1,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,2,1,1,1,4,5,3,5,4,2,2,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,1,1,1,5,1,1,3,1,1,5,1,3,1,4,5,6,7,6,7,6,6,5,5,7,6,4,5,5,1,FALSE,4,7,NA,NA
12/19/22 14:53,24,Man,NA,South Africa,1671,negative experience,"Fifa22. I enjoy playing football games especially during this world cup season. I felt good as usual. I was winning the games I was playing
",1,NA,61150dddbf0b47b7de71f4c4,1,1,2,2,6,4,2,6,2,1,6,2,2,2,4,4,6,5,6,5,5,6,6,6,6,5,5,6,6,5,6,2,2,1,1,2,2,1,2,2,2,1,2,1,2,3,2,4,6,6,6,6,6,6,7,6,6,6,6,6,6,6,1,2,2,1,2,4,1,1,4,4,2,4,2,2,2,4,5,5,5,4,6,4,4,4,4,5,4,4,6,5,1,FALSE,2,6,NA,NA
12/19/22 14:54,25,Man,NA,Portugal,1327,negative experience,"The last game i played that I didn't enjoy enjoy FIFA 23. The reasons that lead to such lack of enjoyment were the fact that the game is driven to make the user spend real money to truly progress in game, the gameplay being inconsistent and feeling un-rewarding and the removal of progression strategies present in previous iterations of the franchise, that were fundamental for players who didn't want to spend money on the game. This made me feel sad, as I wasn't able to enjoy a franchise I've played for over a decade, disappointed in the current trajectory of the game and cheated, because as a customer I was made to believe the game would be very different and AT LEAST as good as the previous one.",1,NA,5cec2a105b78dd0001cb4a3d,6,7,7,7,5,7,7,7,7,5,7,6,7,5,5,7,1,1,1,2,1,1,2,1,1,1,3,4,1,1,1,3,6,5,5,4,7,7,5,5,6,1,2,7,7,7,5,1,3,4,1,2,1,3,1,2,7,1,1,2,4,1,7,7,7,7,7,5,7,7,7,7,5,7,4,7,6,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,FALSE,5,1,NA,NA
12/19/22 14:57,30,Woman,NA,Poland,1579,positive experience,"The last game I really enjoyed was the early access version of ""My Time at Sandrock."" It recently received an update that included new story threads, the ability to expand its workshop, new dialogue options and in-game items. I like it because it is diverse and presents an absurd sense of humor.",1,NA,60547b4561f591f963b10ca7,1,1,1,1,2,6,1,1,1,2,1,2,1,1,1,1,6,6,7,6,6,6,6,5,6,4,7,1,5,5,5,2,2,1,2,2,3,6,2,1,2,1,1,1,1,2,1,5,5,5,5,6,5,5,5,6,6,6,1,5,6,5,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,6,5,5,6,5,6,5,2,3,5,4,2,5,2,5,1,FALSE,1,6,NA,NA
12/19/22 14:57,20,Man,NA,Poland,1612,negative experience,"I was playing project zomboid for 3 hours I think, It was fun and all, until I lost my character because of a bugged mod. It felt like I lost 3 to 4 hours on nothing, as it wasn't even my fault that I died and after playing for another 3 hours, it happend again. I wasn't thrilled about that and it kinda made me not enjoy the game for a while.",1,NA,5fd5038ab78cf82f89c86bdc,2,5,5,5,7,5,1,1,7,5,6,2,5,5,2,5,7,7,6,7,7,7,7,6,7,5,5,5,7,2,7,2,7,5,2,3,6,5,5,6,5,1,5,5,5,3,5,7,5,5,7,5,7,3,4,5,4,3,6,7,7,7,5,1,4,1,4,1,1,1,1,5,5,3,5,5,2,1,5,4,7,7,4,3,7,7,6,6,4,6,6,6,1,FALSE,5,6,NA,NA
12/19/22 14:57,33,Man,NA,Mexico,511,positive experience,"I played megaman 11. I had heard it was good a while back and decided to give it a go as I was at a loss for anything that tickled my fancy. I am not usually one to play a lot of retro stuff but I remembered having a good time playing the X games and some of the megaman games when I was younger so I bought it digitally and enjoyed it. It was simple, direct, short and sweet.",1,NA,5e7f86a45e17cf66c8f3015f,2,3,3,3,4,2,3,5,4,1,2,3,3,2,2,5,5,5,4,5,3,3,4,5,1,4,5,5,6,5,3,1,2,2,2,3,2,2,5,3,3,1,2,2,2,4,3,4,5,5,5,3,5,5,5,5,5,6,5,5,5,5,4,4,5,4,2,4,4,4,4,4,2,7,2,3,2,5,4,2,3,1,2,2,4,4,4,5,2,4,4,4,1,FALSE,3,4,NA,NA
12/19/22 14:58,27,Woman,NA,South Africa,1495,negative experience,"I was playing the God of War, I usually play it and I would say I don't mind playing it but it's not my most favorite game. I felt bored because of the story line, I still haven't completed this mission 'old friends'. There are are a lot of puzzling solutions that sometimes felt pointless but I get it that it's part of the storyline but I really y felt frustrated, irritated and eventually bored because of its complexity",1,NA,615efa227a9938e11616d53c,5,4,4,4,6,5,5,6,2,1,6,5,7,6,1,4,3,4,4,3,4,3,4,4,4,5,4,2,4,3,4,6,5,6,6,1,5,6,6,6,5,1,6,5,5,5,5,4,6,1,2,4,1,5,2,2,4,3,3,2,3,4,1,4,4,1,1,2,1,1,6,5,1,4,2,1,4,1,7,3,4,7,5,4,5,5,4,4,4,1,4,4,1,FALSE,6,4,NA,NA
12/19/22 14:58,21,Man,NA,Estonia,1759,negative experience,"I am currently playing ""Days Gone"" and I have to admit I don´t like it. The most annoying thing about the game is the micromanagement. It is necessary to find/buy fuel for the motorcycle after every ride and also find/buy bullets for the weapons. 

Zombies aren't classic either. For example: slow, stupid, walking ""human beings"". They can run, climb, follow you everywhere. And it annoys me that I can't enjoy the game's story. Instead of that I have to deal with micromanaging and hyperactive zombies.",1,NA,609553ac4e48356e24a27aed,7,6,5,7,7,6,5,7,1,7,3,5,6,6,5,7,2,1,2,6,5,5,6,6,7,1,3,2,4,2,3,7,1,3,2,3,7,3,3,7,2,2,5,2,5,7,7,6,5,6,5,5,5,5,6,3,5,3,5,6,5,5,4,4,5,4,6,1,4,4,4,6,4,4,5,4,5,7,5,4,7,6,2,4,2,5,6,2,1,6,6,6,1,FALSE,6,6,NA,NA
